,Comment,P_nodes,P_losses,P_losses_percent,s_NR,i_NR,v_NR
20,,"[[1.582+0.09528424j]
 [0.   +0.j        ]
 [3.292+0.18544339j]
 [0.   +0.j        ]
 [1.415+0.03165794j]
 [1.237+0.02928826j]
 [3.312+0.13119118j]]",(3.5474874833241188e-06+0.0019022272269235696j),(3.273193839568296e-05+0.402277010675418j),"[[-5.41900000e-06-2.35483770e-07j]
 [ 7.91000210e-07+4.76423994e-08j]
 [ 1.12912369e-17+1.51289323e-17j]
 [ 1.64600089e-06+9.27228873e-08j]
 [-1.02864345e-17-1.37826150e-17j]
 [ 7.07500180e-07+1.58292128e-08j]
 [ 6.18500042e-07+1.46441864e-08j]
 [ 1.65600045e-06+6.55961980e-08j]]","[[-5.41900000e-06+2.35483770e-07j]
 [ 7.91000000e-07-4.76421180e-08j]
 [ 1.12912369e-17-1.51289323e-17j]
 [ 1.64600000e-06-9.27216939e-08j]
 [-1.02864345e-17+1.37826150e-17j]
 [ 7.07500000e-07-1.58289719e-08j]
 [ 6.18500000e-07-1.46441296e-08j]
 [ 1.65600000e-06-6.55955916e-08j]]","[[1.        +0.00000000e+00j]
 [1.00000029+3.38444873e-07j]
 [1.        +1.36702020e-11j]
 [1.00000058+6.92381878e-07j]
 [1.        +1.36701934e-11j]
 [1.00000026+3.34603785e-07j]
 [1.00000007+9.02504293e-08j]
 [1.00000029+3.54782185e-07j]]"
21,,"[[0.   +0.j        ]
 [0.   +0.j        ]
 [0.881+0.04742058j]
 [0.341+0.03288413j]
 [1.854+0.06042252j]
 [0.329+0.02462861j]
 [4.437+0.33045423j]]",(2.3906020043540366e-06+0.0019006761668769467j),(3.048459582190814e-05+0.38334763115000775j),"[[-3.92100000e-06-2.46956300e-07j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17+1.51289323e-17j]
 [ 4.40500064e-07+2.37103747e-08j]
 [ 1.70500005e-07+1.64420719e-08j]
 [ 9.27000309e-07+3.02116755e-08j]
 [ 1.64500003e-07+1.23143108e-08j]
 [ 2.21850082e-06+1.65228205e-07j]]","[[-3.92100000e-06+2.46956300e-07j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17-1.51289323e-17j]
 [ 4.40500000e-07-2.37102893e-08j]
 [ 1.70500000e-07-1.64420656e-08j]
 [ 9.27000000e-07-3.02112617e-08j]
 [ 1.64500000e-07-1.23143067e-08j]
 [ 2.21850000e-06-1.65227112e-07j]]","[[1.        +0.00000000e+00j]
 [1.        +1.36702391e-11j]
 [1.        +1.36702020e-11j]
 [1.00000015+1.85665903e-07j]
 [1.00000003+3.42405517e-08j]
 [1.00000035+4.35009732e-07j]
 [1.00000002+2.30803204e-08j]
 [1.0000004 +4.62543576e-07j]]"
22,,"[[0.   +0.j        ]
 [0.   +0.j        ]
 [1.094+0.04308771j]
 [0.   +0.j        ]
 [3.544+0.28216748j]
 [0.301+0.01809807j]
 [7.968+0.44021846j]]",(7.713629550210044e-06+0.001907809888137102j),(5.9763148293252064e-05+0.24347610377090073j),"[[-6.45350000e-06-3.90837123e-07j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17+1.51289323e-17j]
 [ 5.47000098e-07+2.15439854e-08j]
 [-1.02864345e-17-1.37826150e-17j]
 [ 1.77200113e-06+1.41085260e-07j]
 [ 1.50500002e-07+9.04903711e-09j]
 [ 3.98400262e-06+2.20112746e-07j]]","[[-6.45350000e-06+3.90837123e-07j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17-1.51289323e-17j]
 [ 5.47000000e-07-2.15438538e-08j]
 [-1.02864345e-17+1.37826150e-17j]
 [ 1.77200000e-06-1.41083740e-07j]
 [ 1.50500000e-07-9.04903373e-09j]
 [ 3.98400000e-06-2.20109231e-07j]]","[[1.        +0.00000000e+00j]
 [1.        +1.36702391e-11j]
 [1.        +1.36702020e-11j]
 [1.00000019+2.33139747e-07j]
 [1.        +1.36701934e-11j]
 [1.0000007 +8.01614647e-07j]
 [1.00000002+2.13629741e-08j]
 [1.0000007 +8.43250290e-07j]]"
23,,"[[0.056+4.44991217e-04j]
 [0.   +0.00000000e+00j]
 [0.   +0.00000000e+00j]
 [0.   +0.00000000e+00j]
 [9.204+8.69596037e-01j]
 [0.21 +7.70378002e-03j]
 [7.64 +6.23431526e-02j]]",(2.0147560702454825e-05+0.0019244716555417846j),(0.00011775313093193937+0.2047118712717513j),"[[-8.55500000e-06-4.69095244e-07j]
 [ 2.80000004e-08+2.22496151e-10j]
 [ 1.12912369e-17+1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [-1.02864345e-17-1.37826150e-17j]
 [ 4.60200767e-06+4.34808295e-07j]
 [ 1.05000001e-07+3.85189169e-09j]
 [ 3.82000240e-06+3.11747976e-08j]]","[[-8.55500000e-06+4.69095244e-07j]
 [ 2.80000001e-08-2.22495800e-10j]
 [ 1.12912369e-17-1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [-1.02864345e-17+1.37826150e-17j]
 [ 4.60200000e-06-4.34798018e-07j]
 [ 1.05000000e-07-3.85189005e-09j]
 [ 3.82000000e-06-3.11715760e-08j]]","[[1.        +0.00000000e+00j]
 [1.00000001+1.24830085e-08j]
 [1.        +1.36702020e-11j]
 [1.        +1.36701502e-11j]
 [1.        +1.36701934e-11j]
 [1.00000186+2.05727380e-06j]
 [1.00000001+1.51813685e-08j]
 [1.00000064+8.38175185e-07j]]"
24,,"[[ 0.   +0.j        ]
 [ 0.   +0.j        ]
 [ 0.   +0.j        ]
 [ 0.   +0.j        ]
 [ 9.845+0.71084995j]
 [ 0.   +0.j        ]
 [13.861+0.64809142j]]",(3.334450351388796e-05+0.0019421523826409492j),(0.00014065849790723003+0.14291656900240063j),"[[-1.18530000e-05-6.78521951e-07j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17+1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [-1.02864345e-17-1.37826150e-17j]
 [ 4.92250874e-06+3.55436690e-07j]
 [ 9.55989711e-17+1.28091401e-16j]
 [ 6.93050793e-06+3.24056337e-07j]]","[[-1.18530000e-05+6.78521951e-07j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17-1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [-1.02864345e-17+1.37826150e-17j]
 [ 4.92250000e-06-3.55424975e-07j]
 [ 9.55989711e-17-1.28091401e-16j]
 [ 6.93050000e-06-3.24045710e-07j]]","[[1.        +0.00000000e+00j]
 [1.        +1.36702391e-11j]
 [1.        +1.36702020e-11j]
 [1.        +1.36701502e-11j]
 [1.        +1.36701934e-11j]
 [1.00000194+2.23990907e-06j]
 [1.        +1.36702190e-11j]
 [1.00000121+1.47659057e-06j]]"
25,,"[[ 0.   +0.j        ]
 [ 0.   +0.j        ]
 [ 0.   +0.j        ]
 [ 0.   +0.j        ]
 [ 6.061+0.10541028j]
 [ 0.   +0.j        ]
 [10.044+0.56748139j]]",(1.492884044296261e-05+0.0019174785972693176j),(9.269692917083272e-05+0.2849609630392938j),"[[-8.05250000e-06-3.35497102e-07j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17+1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [-1.02864345e-17-1.37826150e-17j]
 [ 3.03050330e-06+5.27095595e-08j]
 [ 9.55989711e-17+1.28091401e-16j]
 [ 5.02200417e-06+2.83746282e-07j]]","[[-8.05250000e-06+3.35497102e-07j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17-1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [-1.02864345e-17+1.37826150e-17j]
 [ 3.03050000e-06-5.27051411e-08j]
 [ 9.55989711e-17-1.28091401e-16j]
 [ 5.02200000e-06-2.83740696e-07j]]","[[1.        +0.00000000e+00j]
 [1.        +1.36702391e-11j]
 [1.        +1.36702020e-11j]
 [1.        +1.36701502e-11j]
 [1.        +1.36701934e-11j]
 [1.00000111+1.43861326e-06j]
 [1.        +1.36702190e-11j]
 [1.00000089+1.06191368e-06j]]"
26,,"[[0.   +0.j        ]
 [0.   +0.j        ]
 [0.   +0.j        ]
 [0.166+0.01241654j]
 [0.338+0.02600185j]
 [0.   +0.j        ]
 [2.589+0.19645868j]]",(5.750599494369624e-07+0.0018982473067066241j),(1.8592303570545177e-05+0.8081875794149086j),"[[-1.54650000e-06-1.16489799e-07j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17+1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 8.30000011e-08+6.20827375e-09j]
 [ 1.69000010e-07+1.30009379e-08j]
 [ 9.55989711e-17+1.28091401e-16j]
 [ 1.29450028e-06+9.82297110e-08j]]","[[-1.54650000e-06+1.16489799e-07j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17-1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 8.30000000e-08-6.20827225e-09j]
 [ 1.69000000e-07-1.30009241e-08j]
 [ 9.55989711e-17-1.28091401e-16j]
 [ 1.29450000e-06-9.82293389e-08j]]","[[1.        +0.00000000e+00j]
 [1.        +1.36702391e-11j]
 [1.        +1.36702020e-11j]
 [1.        +1.36701502e-11j]
 [1.00000001+1.69653506e-08j]
 [1.00000007+7.66274986e-08j]
 [1.        +1.36702190e-11j]
 [1.00000023+2.69601279e-07j]]"
27,,"[[0.   +0.j        ]
 [0.   +0.j        ]
 [0.   +0.j        ]
 [0.   +0.j        ]
 [0.   +0.j        ]
 [0.   +0.j        ]
 [2.196+0.13010323j]]",(3.9437429499855625e-07+0.0018980041863466135j),(1.7958756602848644e-05+1.4588447693465403j),"[[-1.09800000e-06-6.41028803e-08j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17+1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [-1.02864345e-17-1.37826150e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 9.55989711e-17+1.28091401e-16j]
 [ 1.09800020e-06+6.50518823e-08j]]","[[-1.09800000e-06+6.41028803e-08j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 1.12912369e-17-1.51289323e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [-1.02864345e-17+1.37826150e-17j]
 [ 0.00000000e+00+0.00000000e+00j]
 [ 9.55989711e-17-1.28091401e-16j]
 [ 1.09800000e-06-6.50516152e-08j]]","[[1.       +0.00000000e+00j]
 [1.       +1.36702391e-11j]
 [1.       +1.36702020e-11j]
 [1.       +1.36701502e-11j]
 [1.       +1.36701934e-11j]
 [1.       +1.36702910e-11j]
 [1.       +1.36702190e-11j]
 [1.0000002+2.31688588e-07j]]"
28,,"[[0.   +0.j        ]
 [0.   +0.j        ]
 [0.   +0.j        ]
 [0.   +0.j        ]
 [0.162+0.01615233j]
 [0.   +0.j        ]
 [1.476+0.08341841j]]",(-1.7763568394002505e-09+0.0018974697368889792j),(-1.0844669349207879e-07+1.905649885746259j),"[[-8.8817842e-16+4.74367212e-10j]
 [ 0.0000000e+00+4.08859613e-11j]
 [ 0.0000000e+00+6.27107255e-11j]
 [ 0.0000000e+00+4.17137436e-11j]
 [ 0.0000000e+00+8.46758219e-11j]
 [ 0.0000000e+00+3.80842025e-11j]
 [ 0.0000000e+00+1.23326238e-10j]
 [ 0.0000000e+00+8.29709634e-11j]]","[[-8.8817842e-16-4.74367212e-10j]
 [ 0.0000000e+00-4.08859613e-11j]
 [ 0.0000000e+00-6.27107255e-11j]
 [ 0.0000000e+00-4.17137436e-11j]
 [ 0.0000000e+00-8.46758219e-11j]
 [ 0.0000000e+00-3.80842025e-11j]
 [ 0.0000000e+00-1.23326238e-10j]
 [ 0.0000000e+00-8.29709634e-11j]]","[[1.+0.j]
 [1.+0.j]
 [1.+0.j]
 [1.+0.j]
 [1.+0.j]
 [1.+0.j]
 [1.+0.j]
 [1.+0.j]]"
29,,"[[0.   +0.j        ]
 [0.   +0.j        ]
 [0.268+0.02411103j]
 [0.117+0.01119083j]
 [0.938+0.01087052j]
 [0.   +0.j        ]
 [0.559+0.05148482j]]",(-1.7763568394002505e-09+0.0018974697368889792j),(-9.438665459087409e-08+1.9429900813661982j),"[[-8.8817842e-16+4.74367212e-10j]
 [ 0.0000000e+00+4.08859613e-11j]
 [ 0.0000000e+00+6.27107255e-11j]
 [ 0.0000000e+00+4.17137436e-11j]
 [ 0.0000000e+00+8.46758219e-11j]
 [ 0.0000000e+00+3.80842025e-11j]
 [ 0.0000000e+00+1.23326238e-10j]
 [ 0.0000000e+00+8.29709634e-11j]]","[[-8.8817842e-16-4.74367212e-10j]
 [ 0.0000000e+00-4.08859613e-11j]
 [ 0.0000000e+00-6.27107255e-11j]
 [ 0.0000000e+00-4.17137436e-11j]
 [ 0.0000000e+00-8.46758219e-11j]
 [ 0.0000000e+00-3.80842025e-11j]
 [ 0.0000000e+00-1.23326238e-10j]
 [ 0.0000000e+00-8.29709634e-11j]]","[[1.+0.j]
 [1.+0.j]
 [1.+0.j]
 [1.+0.j]
 [1.+0.j]
 [1.+0.j]
 [1.+0.j]
 [1.+0.j]]"
30,,"[[0.   +0.j        ]
 [0.   +0.j        ]
 [0.   +0.j        ]
 [0.668+0.00968508j]
 [0.702+0.00921708j]
 [0.083+0.00133882j]
 [0.045+0.00181156j]]",(-1.7763568394002505e-09+0.0018974697368889792j),(-1.1858189849133848e-07+8.604314102562242j),"[[-8.8817842e-16+4.74367212e-10j]
 [ 0.0000000e+00+4.08859613e-11j]
 [ 0.0000000e+00+6.27107255e-11j]
 [ 0.0000000e+00+4.17137436e-11j]
 [ 0.0000000e+00+8.46758219e-11j]
 [ 0.0000000e+00+3.80842025e-11j]
 [ 0.0000000e+00+1.23326238e-10j]
 [ 0.0000000e+00+8.29709634e-11j]]","[[-8.8817842e-16-4.74367212e-10j]
 [ 0.0000000e+00-4.08859613e-11j]
 [ 0.0000000e+00-6.27107255e-11j]
 [ 0.0000000e+00-4.17137436e-11j]
 [ 0.0000000e+00-8.46758219e-11j]
 [ 0.0000000e+00-3.80842025e-11j]
 [ 0.0000000e+00-1.23326238e-10j]
 [ 0.0000000e+00-8.29709634e-11j]]","[[1.+0.j]
 [1.+0.j]
 [1.+0.j]
 [1.+0.j]
 [1.+0.j]
 [1.+0.j]
 [1.+0.j]
 [1.+0.j]]"
31,,"[[15.86 +1.08488186j]
 [ 5.97 +0.47136275j]
 [ 3.678+0.34073326j]
 [ 6.814+0.36929156j]
 [15.378+0.66106605j]
 [ 2.211+0.21559092j]
 [ 0.   +0.j        ]]",(9.494480507754588e-05+0.0020246913998587246j),(0.0001902282163802486+0.06442057939530045j),"[[-2.49555000e-05-1.57051446e-06j]
 [ 7.93002112e-06+5.42469235e-07j]
 [ 2.98500195e-06+2.35683995e-07j]
 [ 1.83900112e-06+1.70368127e-07j]
 [ 3.40700188e-06+1.84648297e-07j]
 [ 7.68902126e-06+3.30561511e-07j]
 [ 1.10550014e-06+1.07795645e-07j]
 [-4.44089210e-16-6.07081443e-27j]]","[[-2.4955500e-05+1.57051446e-06j]
 [ 7.9300000e-06-5.42440932e-07j]
 [ 2.9850000e-06-2.35681376e-07j]
 [ 1.8390000e-06-1.70366629e-07j]
 [ 3.4070000e-06-1.84645779e-07j]
 [ 7.6890000e-06-3.30533024e-07j]
 [ 1.1055000e-06-1.07795462e-07j]
 [-4.4408921e-16+0.00000000e+00j]]","[[1.        +0.00000000e+00j]
 [1.00000289+3.37121177e-06j]
 [1.00000072+8.20492776e-07j]
 [1.00000068+7.51682398e-07j]
 [1.00000059+7.07181510e-07j]
 [1.00000292+3.57939134e-06j]
 [1.00000014+1.52254519e-07j]
 [1.        +1.36702588e-11j]]"
32,,"[[27.517+1.66152612j]
 [12.218+0.99031448j]
 [ 4.886+0.45943328j]
 [11.346+0.97853405j]
 [25.352+1.03985382j]
 [11.235+0.93897985j]
 [ 2.22 +0.12528822j]]",(0.00028083648245669224+0.002273762657234002j),(0.00029632228507469585+0.036709532054116915j),"[[-4.73870000e-05-3.09601618e-06j]
 [ 1.37585635e-05+8.30848174e-07j]
 [ 6.10900819e-06+4.95168214e-07j]
 [ 2.44300197e-06+2.29719284e-07j]
 [ 5.67300523e-06+4.89274039e-07j]
 [ 1.26760578e-05+5.20004320e-07j]
 [ 5.61750352e-06+4.69494647e-07j]
 [ 1.11000020e-06+6.26443819e-08j]]","[[-4.73870e-05+3.09601618e-06j]
 [ 1.37585e-05-8.30763061e-07j]
 [ 6.10900e-06-4.95157242e-07j]
 [ 2.44300e-06-2.29716640e-07j]
 [ 5.67300e-06-4.89267025e-07j]
 [ 1.26760e-05-5.19926910e-07j]
 [ 5.61750e-06-4.69489927e-07j]
 [ 1.11000e-06-6.26441090e-08j]]","[[1.        +0.00000000e+00j]
 [1.00000497+5.88592289e-06j]
 [1.00000148+1.67638390e-06j]
 [1.0000009 +9.97447445e-07j]
 [1.00000102+1.14816755e-06j]
 [1.0000048 +5.90990471e-06j]
 [1.00000069+7.82287165e-07j]
 [1.0000002 +2.34734349e-07j]]"
33,,"[[35.598+2.17363348j]
 [16.549+0.70783681j]
 [33.055+2.56819195j]
 [16.297+1.10065655j]
 [30.634+2.70981298j]
 [18.154+0.53351119j]
 [ 9.527+0.93163595j]]",(0.0006397670995426097+0.002754688491624968j),(0.0004003198089920844+0.025684073243236558j),"[[-7.99070000e-05-5.36169072e-06j]
 [ 1.77991063e-05+1.08695919e-06j]
 [ 8.27451495e-06+3.53938440e-07j]
 [ 1.65275901e-05+1.28421664e-06j]
 [ 8.14851077e-06+5.50342705e-07j]
 [ 1.53170849e-05+1.35502021e-06j]
 [ 9.07700914e-06+2.66767843e-07j]
 [ 4.76350377e-06+4.65823034e-07j]]","[[-7.99070e-05+5.36169072e-06j]
 [ 1.77990e-05-1.08681674e-06j]
 [ 8.27450e-06-3.53918405e-07j]
 [ 1.65275e-05-1.28409597e-06j]
 [ 8.14850e-06-5.50328277e-07j]
 [ 1.53170e-05-1.35490649e-06j]
 [ 9.07700e-06-2.66755596e-07j]
 [ 4.76350e-06-4.65817977e-07j]]","[[1.        +0.00000000e+00j]
 [1.00000644+7.61041624e-06j]
 [1.00000191+2.33966870e-06j]
 [1.00000598+6.83638080e-06j]
 [1.00000143+1.67379179e-06j]
 [1.00000615+6.88037767e-06j]
 [1.00000105+1.31856653e-06j]
 [1.00000089+9.74848649e-07j]]"
34,,"[[38.714+2.50949877j]
 [17.997+0.7791464j ]
 [48.4  +3.66975145j]
 [27.93 +1.67607241j]
 [33.565+3.07299991j]
 [21.253+1.34501168j]
 [14.521+0.5045383j ]]",(0.0009826422208618624+0.00321410599701899j),(0.0004855431469818473+0.023708058643900354j),"[[-1.01190000e-04-6.77756072e-06j]
 [ 1.93571258e-05+1.25491795e-06j]
 [ 8.99851768e-06+3.89596893e-07j]
 [ 2.42001930e-05+1.83513436e-06j]
 [ 1.39650316e-05+8.38078543e-07j]
 [ 1.67826019e-05+1.53663655e-06j]
 [ 1.06265126e-05+6.72522676e-07j]
 [ 7.26050870e-06+2.52280801e-07j]]","[[-1.01190e-04+6.77756072e-06j]
 [ 1.93570e-05-1.25474939e-06j]
 [ 8.99850e-06-3.89573198e-07j]
 [ 2.42000e-05-1.83487573e-06j]
 [ 1.39650e-05-8.38036205e-07j]
 [ 1.67825e-05-1.53649996e-06j]
 [ 1.06265e-05-6.72505837e-07j]
 [ 7.26050e-06-2.52269150e-07j]]","[[1.        +0.00000000e+00j]
 [1.00000703+8.25223685e-06j]
 [1.00000208+2.54336135e-06j]
 [1.00000874+1.00248578e-05j]
 [1.00000244+2.88552655e-06j]
 [1.00000676+7.52002663e-06j]
 [1.00000128+1.50372344e-06j]
 [1.00000125+1.56126674e-06j]]"
35,,"[[38.036+0.94772472j]
 [16.038+0.11667205j]
 [34.61 +2.69145687j]
 [35.344+0.35534887j]
 [34.352+2.55964027j]
 [21.701+1.63403813j]
 [14.792+0.48751391j]]",(0.0008256103225221523+0.0030037020463833386j),(0.0004236658349397568+0.03416250189334772j),"[[-9.74365000e-05-4.39524867e-06j]
 [ 1.90181210e-05+4.74024494e-07j]
 [ 8.01901402e-06+5.83548084e-08j]
 [ 1.73050987e-05+1.34586072e-06j]
 [ 1.76720504e-05+1.77741994e-07j]
 [ 1.71761065e-05+1.27996281e-06j]
 [ 1.08505131e-05+8.17036651e-07j]
 [ 7.39600902e-06+2.43769043e-07j]]","[[-9.74365e-05+4.39524867e-06j]
 [ 1.90180e-05-4.73862362e-07j]
 [ 8.01900e-06-5.83360253e-08j]
 [ 1.73050e-05-1.34572843e-06j]
 [ 1.76720e-05-1.77674433e-07j]
 [ 1.71760e-05-1.27982013e-06j]
 [ 1.08505e-05-8.17019066e-07j]
 [ 7.39600e-06-2.43756954e-07j]]","[[1.        +0.00000000e+00j]
 [1.00000657+8.36145804e-06j]
 [1.00000177+2.32947609e-06j]
 [1.00000626+7.15758126e-06j]
 [1.00000289+3.79400750e-06j]
 [1.00000678+7.80141533e-06j]
 [1.00000132+1.52097335e-06j]
 [1.00000127+1.59258198e-06j]]"
36,,"[[34.731+0.50494896j]
 [ 1.51 +0.1345319j ]
 [16.178+0.73264674j]
 [31.632+1.13143436j]
 [32.472+0.02689969j]
 [21.522+0.51179657j]
 [19.717+1.20188674j]]",(0.000572863689434655+0.002665050406508662j),(0.00036311893195741375+0.06279357633923874j),"[[-7.88810000e-05-2.12112374e-06j]
 [ 1.73656008e-05+2.52609603e-07j]
 [ 7.55000125e-07+6.72661197e-08j]
 [ 8.08902149e-06+3.66352158e-07j]
 [ 1.58160404e-05+5.65771357e-07j]
 [ 1.62360946e-05+1.35766294e-08j]
 [ 1.07610128e-05+2.55915494e-07j]
 [ 9.85851607e-06+6.00964907e-07j]]","[[-7.88810e-05+2.12112374e-06j]
 [ 1.73655e-05-2.52474478e-07j]
 [ 7.55000e-07-6.72659519e-08j]
 [ 8.08900e-06-3.66323368e-07j]
 [ 1.58160e-05-5.65717178e-07j]
 [ 1.62360e-05-1.34498470e-08j]
 [ 1.07610e-05-2.55898285e-07j]
 [ 9.85850e-06-6.00943372e-07j]]","[[1.        +0.00000000e+00j]
 [1.00000592+7.69517512e-06j]
 [1.00000018+2.05869891e-07j]
 [1.00000281+3.43182360e-06j]
 [1.00000268+3.32988493e-06j]
 [1.00000583+7.80388512e-06j]
 [1.00000123+1.56987874e-06j]
 [1.00000176+2.07734982e-06j]]"
37,,"[[27.661+0.0066376j ]
 [30.246+1.68046062j]
 [ 3.302+0.06283968j]
 [24.904+1.58800826j]
 [27.356+2.61151499j]
 [19.179+1.07339402j]
 [22.238+1.61351271j]]",(0.000476923291742537+0.0025364887080137066j),(0.0003079189156815574+0.029369854826756237j),"[[-7.74430000e-05-4.31723520e-06j]
 [ 1.38305640e-05+3.40449469e-09j]
 [ 1.51230500e-05+8.40297314e-07j]
 [ 1.65100089e-06+3.14210376e-08j]
 [ 1.24520251e-05+7.94037807e-07j]
 [ 1.36780678e-05+1.30584829e-06j]
 [ 9.58951022e-06+5.36710708e-07j]
 [ 1.11190205e-05+8.06783792e-07j]]","[[-7.74430e-05+4.31723520e-06j]
 [ 1.38305e-05-3.31880168e-09j]
 [ 1.51230e-05-8.40230307e-07j]
 [ 1.65100e-06-3.14198403e-08j]
 [ 1.24520e-05-7.94004131e-07j]
 [ 1.36780e-05-1.30575749e-06j]
 [ 9.58950e-06-5.36697007e-07j]
 [ 1.11190e-05-8.06756355e-07j]]","[[1.        +0.00000000e+00j]
 [1.00000463+6.19483455e-06j]
 [1.00000354+4.23395930e-06j]
 [1.00000055+7.14666800e-07j]
 [1.00000218+2.56535405e-06j]
 [1.00000554+6.10974310e-06j]
 [1.00000114+1.36476142e-06j]
 [1.00000201+2.32170621e-06j]]"
38,,"[[11.286+0.66368986j]
 [18.342+0.5125229j ]
 [13.399+0.80919752j]
 [15.238+1.31306175j]
 [17.86 +1.78188135j]
 [11.708+1.07535299j]
 [27.037+0.28621262j]]",(0.0002321769130020357+0.0022085675354190926j),(0.0002021214529485816+0.03428431092889105j),"[[-5.74350000e-05-3.22001076e-06j]
 [ 5.64301068e-06+3.31859245e-07j]
 [ 9.17101835e-06+2.56286037e-07j]
 [ 6.69951476e-06+4.04618538e-07j]
 [ 7.61900944e-06+6.56543523e-07j]
 [ 8.93002891e-06+8.90979410e-07j]
 [ 5.85400383e-06+5.37681630e-07j]
 [ 1.35185301e-05+1.43146657e-07j]]","[[-5.74350e-05+3.22001076e-06j]
 [ 5.64300e-06-3.31844930e-07j]
 [ 9.17100e-06-2.56261452e-07j]
 [ 6.69950e-06-4.04598758e-07j]
 [ 7.61900e-06-6.56530873e-07j]
 [ 8.93000e-06-8.90940675e-07j]
 [ 5.85400e-06-5.37676497e-07j]
 [ 1.35185e-05-1.43106309e-07j]]","[[1.        +0.00000000e+00j]
 [1.00000204+2.41707071e-06j]
 [1.00000207+2.62280532e-06j]
 [1.00000237+2.80915439e-06j]
 [1.00000137+1.54210871e-06j]
 [1.00000363+3.97509208e-06j]
 [1.00000073+8.09854083e-07j]
 [1.00000226+2.96075883e-06j]]"
39,,"[[ 0.528+0.01935285j]
 [ 1.201+0.03010541j]
 [ 0.98 +0.08079554j]
 [ 1.197+0.03463085j]
 [ 7.919+0.29469236j]
 [ 0.897+0.01924957j]
 [23.835+0.18867169j]]",(5.859663460938691e-05+0.0019759859708173844j),(0.00016028841154741065+0.29602863300788274j),"[[-1.82785000e-05-3.32800393e-07j]
 [ 2.64000023e-07+9.67645626e-09j]
 [ 6.00500079e-07+1.50528086e-08j]
 [ 4.90000079e-07+4.03978779e-08j]
 [ 5.98500058e-07+1.73155022e-08j]
 [ 3.95950564e-06+1.47353730e-07j]
 [ 4.48500023e-07+9.62481376e-09j]
 [ 1.19175234e-05+9.43671980e-08j]]","[[-1.82785e-05+3.32800393e-07j]
 [ 2.64000e-07-9.67642499e-09j]
 [ 6.00500e-07-1.50527032e-08j]
 [ 4.90000e-07-4.03977718e-08j]
 [ 5.98500e-07-1.73154247e-08j]
 [ 3.95950e-06-1.47346179e-07j]
 [ 4.48500e-07-9.62478387e-09j]
 [ 1.19175e-05-9.43358422e-08j]]","[[1.        +0.00000000e+00j]
 [1.00000009+1.15047805e-07j]
 [1.00000014+1.72125609e-07j]
 [1.00000018+2.01932514e-07j]
 [1.0000001 +1.26681387e-07j]
 [1.00000149+1.85144421e-06j]
 [1.00000005+6.55582987e-08j]
 [1.00000198+2.61535993e-06j]]"
