,Scenario Choice,Count,Site Lat,Site Lon,ATB Year,Resource Year,Site Name,Critical Load Factor,kW continuous load,PTC,ITC,Hub Height (m),Useful Life,Storage Enabled,Wind Cost kW,Solar Cost kW,Storage Cost kW,Storage Cost kWh,Storage Hours,Wind MW built,Solar MW built,Storage MW built,Storage MWh built,Battery Can Grid Charge,Built Interconnection Size,REOpt Interconnection Size,LCOE,Levelized cost of H2 (excl. electricity) (H2A),Levelized H2 Elec Feedstock Cost/kg (HOPP),Total H2 cost/kg,Total Annual H2 production (kg),H2 Elec Feedstock Cost/kg (HOPP) Net Cap Cost Method,H2 Elec Feedstock Cost/kg (REopt) Net Cap Cost Method,Electrolyzer Size,Electrolyzer Total System Size,H2A scaled total install cost,H2A scaled total install cost per kw,REOpt Energy Shortfall,REOpt Curtailment,Grid Connected HOPP,HOPP Total Generation,HOPP Energy Shortfall,HOPP Curtailment,Battery Generation,Electricity to Grid
59,ATB ADV Moderate,1,32.183170000000004,-101.515,2030,2013,Special_Hybrid_H2,0.9,150,no,no,135,30,False,940,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,2.72640997547453,0.8206519498682069,1.513157536388364,2.333809486256571,7066866.659927231,0.7318946600129105,223.24475064916285,68.1081081081081,75,26300595.625157285,350.6746083354305,0,239174203.379,True,521671031.0926172,105551.60712471932,0.0,0.0,0.0
60,3MW 160HH GA,1,33.162,-83.8,2030,2013,Special_Hybrid_H2,0.9,150,no,no,160,30,False,1359,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,3.902507229926041,0.8369411050970362,2.165891512608953,3.002832617705989,7732879.468801824,0.9470559022575725,223.24475064916285,90.8108108108108,100,30281206.77022305,302.81206770223054,0,239174203.379,True,485693072.8233753,171894.64261181,0.0,0.0,0.0
61,3MW 90HH GA,1,33.162,-83.8,2030,2013,Special_Hybrid_H2,0.9,150,no,no,90,30,False,1133,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,4.570418329321172,0.9157116437277821,2.5365821727732505,3.4522938165010326,6319364.2709407685,0.9635619219721215,223.24475064916285,90.8108108108108,100,26266238.664262027,262.6623866426203,0,239174203.379,True,382717088.00454015,218821.0540801049,0.0,0.0,0.0
62,2018 COE 160HH GA,1,33.162,-83.8,2030,2013,Special_Hybrid_H2,0.9,150,no,no,160,30,False,1380,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,3.944857135958449,0.8369411050970362,2.189395710456939,3.026336815553975,7732879.468801824,0.960624931124859,223.24475064916285,90.8108108108108,100,30281206.77022305,302.81206770223054,0,239174203.379,True,485693072.8233753,171894.64261181,0.0,0.0,0.0
63,2018 COE 90HH GA,1,33.162,-83.8,2030,2013,Special_Hybrid_H2,0.9,150,no,no,90,30,False,1185,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,4.703507649203748,0.9157116437277821,2.6104467453080797,3.526158389035862,6319364.2709407685,1.0046769571207403,223.24475064916285,90.8108108108108,100,26266238.664262027,262.6623866426203,0,239174203.379,True,382717088.00454015,218821.0540801049,0.0,0.0,0.0
64,ATB ADV GA,1,33.162,-83.8,2030,2013,Special_Hybrid_H2,0.9,150,no,no,135,30,False,940,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,4.5172076756478425,0.9645364705827618,2.5070502599845526,3.4715867305673145,5680651.646108431,0.8784921795418392,223.24475064916285,90.8108108108108,100,24464683.3359982,244.646833359982,0,239174203.379,True,343576975.79577637,253819.3341245377,0.0,0.0,0.0
65,3MW 160HH High TX,1,35.23328,-102.287,2030,2013,Special_Hybrid_H2,0.9,150,no,no,160,30,False,1359,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,2.346674880023548,0.7270270304744937,1.3024045584130692,2.029431588887563,11225265.648147007,0.6747579872939333,223.24475064916285,90.8108108108108,100,40177457.1550723,401.774571550723,0,239174203.379,True,731472784.6497314,74971.83691138281,0.0,0.0,0.0
66,3MW 90HH High TX,1,35.23328,-102.287,2030,2013,Special_Hybrid_H2,0.9,150,no,no,90,30,False,1133,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,2.1400858208744036,0.734160776478862,1.187747630585294,1.921908407064156,10912162.296853878,0.5883445859403151,223.24475064916285,90.8108108108108,100,39300049.4177246,393.000494177246,0,239174203.379,True,707009702.9731576,70828.55644291268,0.0,0.0,0.0
67,2018 COE 160HH High TX,1,35.23328,-102.287,2030,2013,Special_Hybrid_H2,0.9,150,no,no,160,30,False,1380,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,2.374796767730104,0.7270270304744937,1.3180122060902075,2.045039236564701,11225265.648147007,0.6841054422253665,223.24475064916285,90.8108108108108,100,40177457.1550723,401.774571550723,0,239174203.379,True,731472784.6497314,74971.83691138281,0.0,0.0,0.0
68,2018 COE 90HH High TX,1,35.23328,-102.287,2030,2013,Special_Hybrid_H2,0.9,150,no,no,90,30,False,1185,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,2.2121335673805134,0.734160776478862,1.227734129896185,1.961894906375047,10912162.296853878,0.6121547966985958,223.24475064916285,90.8108108108108,100,39300049.4177246,393.000494177246,0,239174203.379,True,707009702.9731576,70828.55644291268,0.0,0.0,0.0
69,ATB ADV High TX,1,35.23328,-102.287,2030,2013,Special_Hybrid_H2,0.9,150,no,no,135,30,False,940,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,2.259855328153568,0.7709841841448479,1.2542197071252301,2.025203891270078,9512574.18096012,0.5524626587880153,223.24475064916285,90.8108108108108,100,35332168.88384164,353.32168883841643,0,239174203.379,True,603128990.3116466,94098.2636344127,0.0,0.0,0.0
70,3MW 160HH Moderate,1,32.183170000000004,-101.515,2030,2013,Special_Hybrid_H2,0.9,150,no,no,160,30,False,1359,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,2.529131031498765,0.7383277151496709,1.4036677224818146,2.1419954376314854,10725641.800303478,0.7022903229183217,223.24475064916285,90.8108108108108,100,38759373.00677377,387.5937300677377,0,239174203.379,True,690505009.4170666,67226.59304140566,0.0,0.0,0.0
71,3MW 90HH Moderate,1,32.183170000000004,-101.515,2030,2013,Special_Hybrid_H2,0.9,150,no,no,90,30,False,1133,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,2.540225842859466,0.7611785272163195,1.4098253427870038,2.1710038700033234,9842629.388848107,0.6432998959648124,223.24475064916285,90.8108108108108,100,36257404.272028014,362.57404272028015,0,239174203.379,True,620477672.9995719,83545.1064842305,0.0,0.0,0.0
72,2018 COE 160HH Moderate,1,32.183170000000004,-101.515,2030,2013,Special_Hybrid_H2,0.9,150,no,no,160,30,False,1380,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,2.5589214726757623,0.7383277151496709,1.420201417335048,2.158529132484719,10725641.800303478,0.7120732027396905,223.24475064916285,90.8108108108108,100,38759373.00677377,387.5937300677377,0,239174203.379,True,690505009.4170666,67226.59304140566,0.0,0.0,0.0
73,2018 COE 90HH Moderate,1,32.183170000000004,-101.515,2030,2013,Special_Hybrid_H2,0.9,150,no,no,90,30,False,1185,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,2.6223237271257243,0.7611785272163195,1.455389668554777,2.2165681957710963,9842629.388848107,0.6696974035669007,223.24475064916285,90.8108108108108,100,36257404.272028014,362.57404272028015,0,239174203.379,True,620477672.9995719,83545.1064842305,0.0,0.0,0.0
74,ATB ADV Moderate,1,32.183170000000004,-101.515,2030,2013,Special_Hybrid_H2,0.9,150,no,no,135,30,False,940,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,2.72640997547453,0.8084964048482308,1.513157536388364,2.321653941236595,8411924.148944601,0.6148655028080515,223.24475064916285,90.8108108108108,100,32209110.23783178,322.09110237831777,0,239174203.379,True,521671031.0926172,105551.60712471932,0.0,0.0,0.0
75,3MW 160HH GA,1,33.162,-83.8,2030,2013,Special_Hybrid_H2,0.9,150,no,no,160,30,False,1359,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,3.902507229926041,0.8357305840726116,2.165891512608953,3.0016220966815643,8747673.082877684,0.8371905388999745,223.24475064916285,113.5135135135135,125,35235314.9396496,281.8825195171968,0,239174203.379,True,485693072.8233753,171894.64261181,0.0,0.0,0.0
76,3MW 90HH GA,1,33.162,-83.8,2030,2013,Special_Hybrid_H2,0.9,150,no,no,90,30,False,1133,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,4.570418329321172,0.9305594691546977,2.5365821727732505,3.467141641927948,6894425.859339967,0.8831915676198999,223.24475064916285,113.5135135135135,125,29991636.55914411,239.93309247315287,0,239174203.379,True,382717088.00454015,218821.0540801049,0.0,0.0,0.0
77,2018 COE 160HH GA,1,33.162,-83.8,2030,2013,Special_Hybrid_H2,0.9,150,no,no,160,30,False,1380,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,3.944857135958449,0.8357305840726116,2.189395710456939,3.0251262945295503,8747673.082877684,0.8491854618635224,223.24475064916285,113.5135135135135,125,35235314.9396496,281.8825195171968,0,239174203.379,True,485693072.8233753,171894.64261181,0.0,0.0,0.0
78,2018 COE 90HH GA,1,33.162,-83.8,2030,2013,Special_Hybrid_H2,0.9,150,no,no,90,30,False,1185,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,4.703507649203748,0.9305594691546977,2.6104467453080797,3.5410062144627776,6894425.859339967,0.9208772124317406,223.24475064916285,113.5135135135135,125,29991636.55914411,239.93309247315287,0,239174203.379,True,382717088.00454015,218821.0540801049,0.0,0.0,0.0
79,ATB ADV GA,1,33.162,-83.8,2030,2013,Special_Hybrid_H2,0.9,150,no,no,135,30,False,940,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,4.5172076756478425,0.981038613132669,2.5070502599845526,3.4880888731172215,6190576.14046449,0.8061298225843794,223.24475064916285,113.5135135135135,125,27984863.98405284,223.87891187242272,0,239174203.379,True,343576975.79577637,253819.3341245377,0.0,0.0,0.0
80,3MW 160HH High TX,1,35.23328,-102.287,2030,2013,Special_Hybrid_H2,0.9,150,no,no,160,30,False,1359,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,2.346674880023548,0.7176386742542836,1.3024045584130692,2.0200432326673528,13173409.449369121,0.574971702253295,223.24475064916285,113.5135135135135,125,47791450.321855456,382.33160257484366,0,239174203.379,True,731472784.6497314,74971.83691138281,0.0,0.0,0.0
81,3MW 90HH High TX,1,35.23328,-102.287,2030,2013,Special_Hybrid_H2,0.9,150,no,no,90,30,False,1133,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,2.1400858208744036,0.7256665412669716,1.187747630585294,1.9134141718522657,12731744.769230714,0.5042601563747758,223.24475064916285,113.5135135135135,125,46533147.180173725,372.2651774413898,0,239174203.379,True,707009702.9731576,70828.55644291268,0.0,0.0,0.0
82,2018 COE 160HH High TX,1,35.23328,-102.287,2030,2013,Special_Hybrid_H2,0.9,150,no,no,160,30,False,1380,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,2.374796767730104,0.7176386742542836,1.3180122060902075,2.035650880344491,13173409.449369121,0.5829368129668653,223.24475064916285,113.5135135135135,125,47791450.321855456,382.33160257484366,0,239174203.379,True,731472784.6497314,74971.83691138281,0.0,0.0,0.0
83,2018 COE 90HH High TX,1,35.23328,-102.287,2030,2013,Special_Hybrid_H2,0.9,150,no,no,90,30,False,1185,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,2.2121335673805134,0.7256665412669716,1.227734129896185,1.9534006711631566,12731744.769230714,0.5246674837934477,223.24475064916285,113.5135135135135,125,46533147.180173725,372.2651774413898,0,239174203.379,True,707009702.9731576,70828.55644291268,0.0,0.0,0.0
84,ATB ADV High TX,1,35.23328,-102.287,2030,2013,Special_Hybrid_H2,0.9,150,no,no,135,30,False,940,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,2.259855328153568,0.7673128324650778,1.2542197071252301,2.021532539590308,10867189.014624458,0.48359718569899796,223.24475064916285,113.5135135135135,125,41257581.91463075,330.060655317046,0,239174203.379,True,603128990.3116466,94098.2636344127,0.0,0.0,0.0
85,3MW 160HH Moderate,1,32.183170000000004,-101.515,2030,2013,Special_Hybrid_H2,0.9,150,no,no,160,30,False,1359,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,2.529131031498765,0.731551423864052,1.4036677224818146,2.1352191463458667,12435740.12996359,0.6057150088953678,223.24475064916285,113.5135135135135,125,45703603.02513026,365.62882420104205,0,239174203.379,True,690505009.4170666,67226.59304140566,0.0,0.0,0.0
86,3MW 90HH Moderate,1,32.183170000000004,-101.515,2030,2013,Special_Hybrid_H2,0.9,150,no,no,90,30,False,1133,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,2.540225842859466,0.7593332151862748,1.4098253427870038,2.1691585579732786,11175100.253227849,0.566595584682769,223.24475064916285,113.5135135135135,125,42119159.28548908,336.95327428391266,0,239174203.379,True,620477672.9995719,83545.1064842305,0.0,0.0,0.0
87,2018 COE 160HH Moderate,1,32.183170000000004,-101.515,2030,2013,Special_Hybrid_H2,0.9,150,no,no,160,30,False,1380,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,2.5589214726757623,0.731551423864052,1.420201417335048,2.1517528411991,12435740.12996359,0.6141525979445791,223.24475064916285,113.5135135135135,125,45703603.02513026,365.62882420104205,0,239174203.379,True,690505009.4170666,67226.59304140566,0.0,0.0,0.0
88,2018 COE 90HH Moderate,1,32.183170000000004,-101.515,2030,2013,Special_Hybrid_H2,0.9,150,no,no,90,30,False,1185,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,2.6223237271257243,0.7593332151862748,1.455389668554777,2.214722883741052,11175100.253227849,0.5898455670747935,223.24475064916285,113.5135135135135,125,42119159.28548908,336.95327428391266,0,239174203.379,True,620477672.9995719,83545.1064842305,0.0,0.0,0.0
89,ATB ADV Moderate,1,32.183170000000004,-101.515,2030,2013,Special_Hybrid_H2,0.9,150,no,no,135,30,False,940,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,2.72640997547453,0.8113416194013575,1.513157536388364,2.3244991557897214,9399478.03770493,0.5502648073303984,223.24475064916285,113.5135135135135,125,37083753.59925228,296.67002879401826,0,239174203.379,True,521671031.0926172,105551.60712471932,0.0,0.0,0.0
90,3MW 160HH GA,1,33.162,-83.8,2030,2013,Special_Hybrid_H2,0.9,150,no,no,160,30,False,1359,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,3.902507229926041,0.87557152674076,2.165891512608953,3.041463039349713,8751226.537358161,0.8368505958692728,223.24475064916285,136.2162162162162,150,37335760.58797626,248.9050705865084,0,239174203.379,True,485693072.8233753,171894.64261181,0.0,0.0,0.0
91,3MW 90HH GA,1,33.162,-83.8,2030,2013,Special_Hybrid_H2,0.9,150,no,no,90,30,False,1133,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,4.570418329321172,0.9809957462967306,2.5365821727732505,3.517577919069981,6895803.387469195,0.8830151383977294,223.24475064916285,136.2162162162162,150,32076989.81842509,213.8465987895006,0,239174203.379,True,382717088.00454015,218821.0540801049,0.0,0.0,0.0
92,2018 COE 160HH GA,1,33.162,-83.8,2030,2013,Special_Hybrid_H2,0.9,150,no,no,160,30,False,1380,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,3.944857135958449,0.87557152674076,2.189395710456939,3.064967237197699,8751226.537358161,0.8488406482683843,223.24475064916285,136.2162162162162,150,37335760.58797626,248.9050705865084,0,239174203.379,True,485693072.8233753,171894.64261181,0.0,0.0,0.0
93,2018 COE 90HH GA,1,33.162,-83.8,2030,2013,Special_Hybrid_H2,0.9,150,no,no,90,30,False,1185,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,4.703507649203748,0.9809957462967306,2.6104467453080797,3.5914424916048104,6895803.387469195,0.9206932550025028,223.24475064916285,136.2162162162162,150,32076989.81842509,213.8465987895006,0,239174203.379,True,382717088.00454015,218821.0540801049,0.0,0.0,0.0
94,ATB ADV GA,1,33.162,-83.8,2030,2013,Special_Hybrid_H2,0.9,150,no,no,135,30,False,940,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,4.5172076756478425,1.037416410397169,2.5070502599845526,3.5444666703817216,6190576.14046449,0.8061298225843794,223.24475064916285,136.2162162162162,150,30069880.20026906,200.46586800179372,0,239174203.379,True,343576975.79577637,253819.3341245377,0.0,0.0,0.0
95,3MW 160HH High TX,1,35.23328,-102.287,2030,2013,Special_Hybrid_H2,0.9,150,no,no,160,30,False,1359,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,2.346674880023548,0.7439865533902801,1.3024045584130692,2.0463911118033495,13179689.81350818,0.5746977176822693,223.24475064916285,136.2162162162162,150,49892563.169616744,332.617087797445,0,239174203.379,True,731472784.6497314,74971.83691138281,0.0,0.0,0.0
96,3MW 90HH High TX,1,35.23328,-102.287,2030,2013,Special_Hybrid_H2,0.9,150,no,no,90,30,False,1133,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,2.1400858208744036,0.7530663365248091,1.187747630585294,1.9408139671101032,12738913.567083428,0.5039763849913534,223.24475064916285,136.2162162162162,150,48649037.40311259,324.3269160207506,0,239174203.379,True,707009702.9731576,70828.55644291268,0.0,0.0,0.0
97,2018 COE 160HH High TX,1,35.23328,-102.287,2030,2013,Special_Hybrid_H2,0.9,150,no,no,160,30,False,1380,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,2.374796767730104,0.7439865533902801,1.3180122060902075,2.0619987594804874,13179689.81350818,0.582659032874367,223.24475064916285,136.2162162162162,150,49892563.169616744,332.617087797445,0,239174203.379,True,731472784.6497314,74971.83691138281,0.0,0.0,0.0
98,2018 COE 90HH High TX,1,35.23328,-102.287,2030,2013,Special_Hybrid_H2,0.9,150,no,no,90,30,False,1185,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,2.2121335673805134,0.7530663365248091,1.227734129896185,1.9808004664209942,12738913.567083428,0.5243722282277827,223.24475064916285,136.2162162162162,150,48649037.40311259,324.3269160207506,0,239174203.379,True,707009702.9731576,70828.55644291268,0.0,0.0,0.0
99,ATB ADV High TX,1,35.23328,-102.287,2030,2013,Special_Hybrid_H2,0.9,150,no,no,135,30,False,940,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,2.259855328153568,0.7994288696599657,1.2542197071252301,2.053648576785196,10867189.014624458,0.48359718569899796,223.24475064916285,136.2162162162162,150,43342598.13084696,288.9506542056464,0,239174203.379,True,603128990.3116466,94098.2636344127,0.0,0.0,0.0
100,3MW 160HH Moderate,1,32.183170000000004,-101.515,2030,2013,Special_Hybrid_H2,0.9,150,no,no,160,30,False,1359,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,2.529131031498765,0.7594822663044564,1.4036677224818146,2.163149988786271,12441531.70120816,0.6054330466971297,223.24475064916285,136.2162162162162,150,47804596.27877815,318.6973085251877,0,239174203.379,True,690505009.4170666,67226.59304140566,0.0,0.0,0.0
101,3MW 90HH Moderate,1,32.183170000000004,-101.515,2030,2013,Special_Hybrid_H2,0.9,150,no,no,90,30,False,1133,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,2.540225842859466,0.7904725907384964,1.4098253427870038,2.2002979335255004,11179777.89188403,0.5663585200975004,223.24475064916285,136.2162162162162,150,44219879.990616426,294.79919993744284,0,239174203.379,True,620477672.9995719,83545.1064842305,0.0,0.0,0.0
102,2018 COE 160HH Moderate,1,32.183170000000004,-101.515,2030,2013,Special_Hybrid_H2,0.9,150,no,no,160,30,False,1380,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,2.5589214726757623,0.7594822663044564,1.420201417335048,2.1796836836395044,12441531.70120816,0.6138667080227066,223.24475064916285,136.2162162162162,150,47804596.27877815,318.6973085251877,0,239174203.379,True,690505009.4170666,67226.59304140566,0.0,0.0,0.0
103,2018 COE 90HH Moderate,1,32.183170000000004,-101.515,2030,2013,Special_Hybrid_H2,0.9,150,no,no,90,30,False,1185,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,2.6223237271257243,0.7904725907384964,1.455389668554777,2.2458622592932733,11179777.89188403,0.5895987746561597,223.24475064916285,136.2162162162162,150,44219879.990616426,294.79919993744284,0,239174203.379,True,620477672.9995719,83545.1064842305,0.0,0.0,0.0
104,ATB ADV Moderate,1,32.183170000000004,-101.515,2030,2013,Special_Hybrid_H2,0.9,150,no,no,135,30,False,940,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,2.72640997547453,0.8484725007624996,1.513157536388364,2.3616300371508636,9399478.03770493,0.5502648073303984,223.24475064916285,136.2162162162162,150,39168769.8154685,261.1251321031233,0,239174203.379,True,521671031.0926172,105551.60712471932,0.0,0.0,0.0
105,3MW 160HH GA,1,33.162,-83.8,2030,2013,Special_Hybrid_H2,0.9,150,no,no,160,30,False,1359,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,3.902507229926041,0.9154528967846944,2.165891512608953,3.0813444093936475,8751226.537358161,0.8368505958692728,223.24475064916285,158.9189189189189,175,39420776.804192476,225.2615817382427,0,239174203.379,True,485693072.8233753,171894.64261181,0.0,0.0,0.0
106,3MW 90HH GA,1,33.162,-83.8,2030,2013,Special_Hybrid_H2,0.9,150,no,no,90,30,False,1133,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,4.570418329321172,1.031607839911779,2.5365821727732505,3.5681900126850294,6895803.387469195,0.8830151383977294,223.24475064916285,158.9189189189189,175,34162006.0346413,195.21146305509316,0,239174203.379,True,382717088.00454015,218821.0540801049,0.0,0.0,0.0
107,2018 COE 160HH GA,1,33.162,-83.8,2030,2013,Special_Hybrid_H2,0.9,150,no,no,160,30,False,1380,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,3.944857135958449,0.9154528967846944,2.189395710456939,3.1048486072416335,8751226.537358161,0.8488406482683843,223.24475064916285,158.9189189189189,175,39420776.804192476,225.2615817382427,0,239174203.379,True,485693072.8233753,171894.64261181,0.0,0.0,0.0
108,2018 COE 90HH GA,1,33.162,-83.8,2030,2013,Special_Hybrid_H2,0.9,150,no,no,90,30,False,1185,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,4.703507649203748,1.031607839911779,2.6104467453080797,3.6420545852198587,6895803.387469195,0.9206932550025028,223.24475064916285,158.9189189189189,175,34162006.0346413,195.21146305509316,0,239174203.379,True,382717088.00454015,218821.0540801049,0.0,0.0,0.0
109,ATB ADV GA,1,33.162,-83.8,2030,2013,Special_Hybrid_H2,0.9,150,no,no,135,30,False,940,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,4.5172076756478425,1.0937941946351781,2.5070502599845526,3.6008444546197307,6190576.14046449,0.8061298225843794,223.24475064916285,158.9189189189189,175,32154896.416485272,183.7422652370587,0,239174203.379,True,343576975.79577637,253819.3341245377,0.0,0.0,0.0
110,3MW 160HH High TX,1,35.23328,-102.287,2030,2013,Special_Hybrid_H2,0.9,150,no,no,160,30,False,1359,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,2.346674880023548,0.7704675230408986,1.3024045584130692,2.072872081453968,13179689.81350818,0.5746977176822693,223.24475064916285,158.9189189189189,175,51977579.38583296,297.0147393476169,0,239174203.379,True,731472784.6497314,74971.83691138281,0.0,0.0,0.0
111,3MW 90HH High TX,1,35.23328,-102.287,2030,2013,Special_Hybrid_H2,0.9,150,no,no,90,30,False,1133,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,2.1400858208744036,0.7804635681739738,1.187747630585294,1.9682111987592679,12738913.567083428,0.5039763849913534,223.24475064916285,158.9189189189189,175,50734053.619328804,289.908877824736,0,239174203.379,True,707009702.9731576,70828.55644291268,0.0,0.0,0.0
112,2018 COE 160HH High TX,1,35.23328,-102.287,2030,2013,Special_Hybrid_H2,0.9,150,no,no,160,30,False,1380,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,2.374796767730104,0.7704675230408986,1.3180122060902075,2.088479729131106,13179689.81350818,0.582659032874367,223.24475064916285,158.9189189189189,175,51977579.38583296,297.0147393476169,0,239174203.379,True,731472784.6497314,74971.83691138281,0.0,0.0,0.0
113,2018 COE 90HH High TX,1,35.23328,-102.287,2030,2013,Special_Hybrid_H2,0.9,150,no,no,90,30,False,1185,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,2.2121335673805134,0.7804635681739738,1.227734129896185,2.008197698070159,12738913.567083428,0.5243722282277827,223.24475064916285,158.9189189189189,175,50734053.619328804,289.908877824736,0,239174203.379,True,707009702.9731576,70828.55644291268,0.0,0.0,0.0
114,ATB ADV High TX,1,35.23328,-102.287,2030,2013,Special_Hybrid_H2,0.9,150,no,no,135,30,False,940,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,2.259855328153568,0.8315448937214783,1.2542197071252301,2.0857646008467086,10867189.014624458,0.48359718569899796,223.24475064916285,158.9189189189189,175,45427614.347063184,259.58636769750393,0,239174203.379,True,603128990.3116466,94098.2636344127,0.0,0.0,0.0
115,3MW 160HH Moderate,1,32.183170000000004,-101.515,2030,2013,Special_Hybrid_H2,0.9,150,no,no,160,30,False,1359,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,2.529131031498765,0.7875343562189305,1.4036677224818146,2.191202078700745,12441531.70120816,0.6054330466971297,223.24475064916285,158.9189189189189,175,49889612.494994365,285.08349997139635,0,239174203.379,True,690505009.4170666,67226.59304140566,0.0,0.0,0.0
116,3MW 90HH Moderate,1,32.183170000000004,-101.515,2030,2013,Special_Hybrid_H2,0.9,150,no,no,90,30,False,1133,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,2.540225842859466,0.8216906569624169,1.4098253427870038,2.231515999749421,11179777.89188403,0.5663585200975004,223.24475064916285,158.9189189189189,175,46304896.20683265,264.59940689618657,0,239174203.379,True,620477672.9995719,83545.1064842305,0.0,0.0,0.0
117,2018 COE 160HH Moderate,1,32.183170000000004,-101.515,2030,2013,Special_Hybrid_H2,0.9,150,no,no,160,30,False,1380,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,2.5589214726757623,0.7875343562189305,1.420201417335048,2.2077357735539787,12441531.70120816,0.6138667080227066,223.24475064916285,158.9189189189189,175,49889612.494994365,285.08349997139635,0,239174203.379,True,690505009.4170666,67226.59304140566,0.0,0.0,0.0
118,2018 COE 90HH Moderate,1,32.183170000000004,-101.515,2030,2013,Special_Hybrid_H2,0.9,150,no,no,90,30,False,1185,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,2.6223237271257243,0.8216906569624169,1.455389668554777,2.277080325517194,11179777.89188403,0.5895987746561597,223.24475064916285,158.9189189189189,175,46304896.20683265,264.59940689618657,0,239174203.379,True,620477672.9995719,83545.1064842305,0.0,0.0,0.0
119,ATB ADV Moderate,1,32.183170000000004,-101.515,2030,2013,Special_Hybrid_H2,0.9,150,no,no,135,30,False,940,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,2.72640997547453,0.8856034039125397,1.513157536388364,2.3987609403009036,9399478.03770493,0.5502648073303984,223.24475064916285,158.9189189189189,175,41253786.03168471,235.7359201810555,0,239174203.379,True,521671031.0926172,105551.60712471932,0.0,0.0,0.0
120,3MW 160HH GA,1,33.162,-83.8,2030,2013,Special_Hybrid_H2,0.9,150,no,no,160,30,False,1359,9999,1000,1100,13.700527711349219,150,0,0,0,False,150000,150,3.902507229926041,0.9553342902315508,2.165891512608953,3.1212258028405038,8751226.537358161,0.8368505958692728,223.24475064916285,181.6216216216216,200,41505793.02040869,207.52896510204346,0,239174203.379,True,485693072.8233753,171894.64261181,0.0,0.0,0.0
