First Solar 430 kW PV Array,GE 1.5 MW Turbine
52.1,-6.7
43.8,-6.9
48.4,-6.5
27.6,-7.3
21.3,-6.4
12.7,-7.2
1.97,-7
-5.3,-6.8
-4.5,-6.6
-4.5,-6.3
-4.6,-6.2
-4.6,-6.3
-4.6,-6.6
-4.7,-6.6
-4.7,-6.2
-4.6,-8.1
-4.6,-6.9
-4.6,-6.3
-2.2,-6.5
0.55,-6.6
192,-6.6
-4.5,-7.2
430,-7
464,-8
-46,-6.4
426,-6.7
565,71.4
437,223
0.00000225,94.6
0.00000762,7.41
-0.0000011,-4.1
0.00000831,87.1
0.00000766,107
0.0000132,431
0.0000275,532
0.0000113,311
0.00000346,69.3
0.00000533,69.5
0.00000909,148
0.0000131,37.9
0.00000623,33
0.0000111,57.7
0.00000361,-0.81
21.3,-5.7
808,345
845,625
382,203
392,82.9
223,31
42,201
113,73.4
125,14.5
110,3.59
15.5,262
30.4,-6
-1.4,-6
-4.6,-8.2
-4.6,-5.9
-4.7,-6
-4.7,25.1
-4.7,-6
-4.7,-5.8
-4.8,-6.1
-4.8,-5.9
-4.7,-6
-4.7,-5.8
-2.1,-6.2
10.7,-5.8
54.8,-1.3
125,-6.4
242,-6.8
284,-6.7
278,-6.4
261,7.93
146,65.6
229,380
175,227
101,322
26.3,323
-3.1,194
-4.4,-5.4
-4.4,178
-4.5,294
-4.6,-7.8
-4.6,-6.3
-4.6,144
-4.6,58.1
-4.6,-4.3
-4.6,16
-4.6,556
8.08,118
51.4,138
91.5,310
135,1.3
215,502
202,315
225,651
195,368
107,48.4
167,6.09
130,-5.8
47.3,69.9
23.1,192
-1.9,42
-4.3,43.6
-4.3,1.41
-4.4,108
-4.5,3.06
-4.6,36.3
-4.6,-6.2
-4.7,65.7
-4.7,-4.3
-4.7,-6
-4.7,-6.1
-0.81,-6.3
42.7,-6.1
120,-6.6
188,-6.4
150,0.0183
108,5.96
177,37.8
112,-6.2
177,477
198,1.35
136,1.33
53.4,1.14
18.4,573
-3.5,232
-4.5,31.6
-4.4,324
-4.5,1.1
-4.6,1.25
-4.6,1.32
-4.7,754
-4.7,381
-4.7,403
-4.8,762
-4.8,1.14
1.03,513
40,212
112,181
189,37.2
238,-5.1
214,-6.1
197,-0.036
127,17.1
161,-6.6
91.1,-6
120,11.2
98.4,-6.3
29,-5.6
-2.5,-5.4
-4.3,-5.7
-4.4,11.5
-4.5,666
-4.6,430
-4.7,72
-4.7,-6.1
-4.7,-5.9
-4.7,-5.5
-4.7,-5.9
-4.7,-3.2
-0.88,-5.9
41.3,-5.9
116,-6.1
176,-6.3
151,-5.1
252,19.1
279,27
251,0.656
255,42.8
219,57
135,33.7
74.9,180
28.7,165
-0.66,229
-4.4,418
-4.4,354
-4.5,69
-4.6,96.7
-4.6,169
-4.7,186
-4.7,117
-4.7,110
-4.7,52.7
-4.7,101
0.326,-5.9
43.3,17.9
122,96.7
192,74.1
243,96.8
268,122
281,59.2
276,9.95
258,-5.9
221,-5.4
164,-6
89.3,73.3
24,60.1
-1.3,-5.6
-4.4,-6
-4.4,-6
-4.5,-6.7
-4.6,-6.3
-4.6,8.41
-4.6,-7.9
-4.7,-6.3
-4.7,-5.8
-4.6,-6.6
-4.6,162
0.517,121
16.8,-7.3
252,-6.3
247,-6.4
95.6,61.2
89.2,813
-0.43,451
-0.0000064,737
0.00000257,620
-0.0000061,604
0.0000112,902
0.00000621,1.16
0.0000127,709
0.0000133,624
0.0000138,465
0.0000171,124
0.0000146,-4.1
0.00000509,28.9
0.0000143,-5.8
0.0000106,-5.9
0.0000041,16.8
0.00000555,32.4
0.00000551,-5.6
0.00000715,-6.2
0.00000522,-6.2
11.8,-5.8
220,-6.3
-0.37,198
-2.7,477
17.6,1.14
-0.41,587
550,857
31.7,1.21
-11,1.06
0.00000199,1.1
0.00000198,813
0.0000083,626
0.0000102,658
0.00000778,490
0.00000118,129
0.000000969,804
-0.0000035,113
-0.0000012,97.6
0.00000329,98.7
0.000000847,-8.7
0.00000681,-6.2
0.00000299,33.5
0.0000145,31
-0.000011,-5.5
-0.55,-6.6
-6.1,136
24.3,40.6
52.3,25.5
88.9,22.5
275,499
47.2,706
33.6,416
-0.000006,169
0.0000036,242
0.00000514,83.4
0.00000781,96.7
-0.00000089,73.1
0.0000128,162
0.00000223,835
0.0000491,533
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
174,-5.6
142,-5.7
266,14
93.9,767
106,897
111,853
26.8,765
4.25,130
-4.4,6.41
-4.3,45
-4.3,217
-4.4,17.8
-4.5,168
-4.5,74.8
-4.5,-4.2
-4.6,-6.7
-4.6,-5.5
-4.6,100
1.48,96.6
44.6,-1.2
104,-6.6
180,-3.2
224,-6.5
235,109
194,95
98.1,1.38
84.3,23.3
76.1,670
52.7,712
21.2,420
30.6,51.3
-2.1,0.109
-4.4,52.4
-4.3,-1.6
-4.4,156
-4.4,327
-4.5,108
-4.6,-6.6
-4.6,-6.5
-4.6,54
-4.6,-6.3
-4.6,-5.9
-3.2,-5.7
16.1,59.9
74.4,-6.6
102,-4.6
209,18.9
245,74.6
179,15.2
215,-0.41
219,102
229,689
171,560
101,644
37.5,495
4.11,269
-4.4,179
-4.3,51.8
-4.3,221
-4.3,28.5
-4.4,50.2
-4.4,42
-4.5,2.52
-4.5,403
-4.5,720
-4.5,1.23
5.32,934
39.8,639
18.6,-6.6
-0.61,146
42.7,22.8
26.1,459
0.767,866
71,947
50.1,1.29
85.8,937
22,1.21
0.00000522,1.09
0.0000111,898
0.0000128,234
0.0000404,633
0.0000166,220
0.00000777,38.6
0.0000183,-6
0.00000567,-6.4
0.000000702,-5.6
0.00000225,-5.6
0.0000159,-6
0.0000172,-6
0.00000436,-6
0.00000528,-5.7
0.00000231,114
-0.000003,152
0.00000626,148
0.0000015,305
-0.00000095,215
0.00000468,20.5
0.0000228,114
-0.00000035,7.54
-0.0000037,-5.6
0.000011,-5.8
0.0000072,-5.8
0.00000944,-6.1
0.00000958,-6
0.00000574,-6.1
0.00000172,-6
0.00000162,-5.9
0.00000983,-5.9
0.00000314,-3.3
0.00000646,0.00358
0,0
0,0
0,0
0,0
0,0
-0.00009,-7.8
-0.000028,-6
-0.000014,-4
-0.00000079,-3.6
0.00000255,-3.5
-0.0000019,-3.5
0.00000285,-4.1
0.0000058,-3.8
0.00000181,-4
0.00000567,-3.8
0.00000346,-4.2
0.0000176,-3.6
0.0000241,-3.7
0.00000814,-3.6
0.00000556,-3.6
0.00000733,-4.9
0.00000887,-3.7
0.0000122,-3.6
0.0000071,-4.9
0.0000172,-3.7
0.0000124,-6.9
-0.000011,-6.8
0.00000883,-6.9
-0.0000054,-6
-0.000013,-4
-0.0000036,-6.2
0.00000261,-4
0.00000654,-4.5
0.00000562,-4.4
-0.000005,-4.5
-0.00000089,-5
0.0000001,-4.3
0.0000195,-4.8
0.00000301,-4
0.0000112,-4.7
0.0000105,-3.7
0.0000238,-3.5
0.00000997,-3.5
0.00000942,-3.6
0.0000107,-3.7
0.000000445,-3.8
0.00000545,-3.8
0.0000105,-4
0.000018,-4
0.0000104,-3.7
0.0000167,-3.7
0.000011,-3.8
0.00000547,-6.4
-0.0000079,-6.8
-0.0000035,22.8
-0.00001,240
0.00000725,292
-0.000012,242
0.00000343,385
0.000014,169
0.000000176,74.6
-0.48,-6.4
25.8,329
21.2,191
-2.3,644
-4.1,72.3
-4.5,-6.3
-4.5,-6.5
-4.6,-6.6
-4.6,60.3
-4.7,28.3
-4.7,-5.6
-4.7,23.7
-4.8,10.7
-4.7,36.5
-4.7,66.4
-4,-6.8
7.82,-6.8
10.1,-6.1
14.9,-6.2
24.7,-6.5
60.3,-6.3
45,-6.4
54.9,10.7
50,14.9
30.3,-3.3
31.3,0.939
19.3,-0.68
6.48,-5.7
-3,166
-4.5,114
-4.5,21.6
-4.6,255
-4.6,233
-4.7,259
-4.7,184
-4.6,-1.6
-4.6,-5.8
-4.6,-5.9
-4.4,8.7
-0.99,50.5
17.1,-7.2
53.9,-6.8
85,5.98
96.6,6.96
109,15.8
114,12.2
112,48.9
104,5.72
77.2,5.31
68.1,-6.4
40,-7.1
11.3,-6.2
-2.4,-6.1
-4.4,-5.9
-4.4,-6
-4.4,-6
-4.5,-6.6
-4.6,-6.3
-4.6,-5.6
-4.7,-5.6
-4.7,-5.6
-4.7,-5.6
-4.5,-5.6
-1,-5.9
17.5,-6
47.8,-6.2
71.7,-6
90.8,-1.3
103,41.4
107,-6.4
105,-6.5
99,53.6
83.6,52.6
56.2,26.3
24,-6.9
13.9,-6.2
0.033,-5.6
-4.1,-5.7
-4.2,-5.9
-4.2,-6.3
-4.3,-5.9
-4.4,-5.9
-4.4,42.5
-4.5,95.9
-4.5,-6.2
-4.5,-6.1
-4.3,-2.9
-1.1,-6.4
18.6,-6.2
46.8,-6.2
114,-5.9
157,34.2
210,111
120,61.2
65,-5.5
64.3,2.57
55.6,333
64.9,439
15.7,434
7.69,653
3.22,880
-3.7,381
-4.3,47
-4.4,168
-4.4,225
-4.5,130
-4.6,118
-4.6,113
-4.6,-5.6
-4.7,-6.1
-4.6,-6.1
-0.67,-6.2
12.3,-6.7
29.4,-7.3
32.6,-6.1
62.8,-5.7
48.5,-5.7
47.1,-6
55.9,-5.9
35,22.1
24.4,15.7
7.92,108
6.02,753
18.4,716
2.41,325
-4.1,327
-4.3,75.4
-4.4,157
-4.5,375
-4.5,630
-4.6,787
-4.6,66.8
-4.7,28.3
-4.7,41.2
-4.6,367
-1.8,39.7
14.4,28.5
39.5,31.1
67.4,231
68.3,815
51.4,830
-3.8,732
68.4,-2.3
27.1,537
5.08,758
17.2,824
36.4,657
-3.2,400
-4.4,480
-4.4,0.907
-4.5,6
-4.5,74.8
-4.6,53.8
-4.6,216
-4.7,615
-4.6,115
-4.6,253
-4.7,510
-4.6,535
1.38,1.23
5.86,1.44
14.2,1.43
73.9,1.38
100,1.45
113,1.46
119,1.4
119,1.46
111,1.46
94.4,1.28
72.5,1.21
41.7,819
4.96,641
-0.63,459
-4.3,10.9
-4.4,387
-4.5,613
-4.6,646
-4.6,74
-4.7,209
-4.7,200
-4.7,84.1
-4.6,50.3
-4.5,103
-0.0029,93.3
8.02,14
35.6,-0.23
74.1,38
89.9,95.3
71.9,107
19.3,89.5
20.4,259
25,48.8
10.2,31.6
5.08,1.59
-1,59.9
-3.4,9.19
-4.4,-5.8
-4.4,-5.9
-4.4,-6.4
-4.5,-6
-4.5,6.34
-4.6,-6.2
-4.6,-6.1
-4.7,-5.9
-4.7,-5.9
-4.6,-6
-4.6,14.5
-4.4,-6.1
-4.4,-7.9
6.58,-8.8
22.5,-6.9
25.9,-6.7
29.5,-6.9
26.2,-7.7
72.9,-6.8
41.8,-6.5
19.7,-6.5
17.8,-6.1
11.3,-6.1
0.872,-6.4
-3.3,-5.9
-4.4,-6.1
-4.5,-8.6
-4.5,-6
-4.6,-5.9
-4.6,-6
-4.6,-6.6
-4.6,-8.2
-4.6,-6.2
-4.6,-6.1
-4.6,-6.5
-3.8,-6.1
16.8,-6.7
47.5,-6.5
81.1,-6.8
194,-6.3
199,-6.6
173,-6.4
192,-6.3
147,16.9
141,29.5
129,0.99
37.2,-5.8
9.62,-5.8
-0.84,-7.7
-4.3,-5.7
-4.3,-5.7
-4.4,-5.8
-4.5,-5.9
-4.5,-6
-4.5,-6.1
-4.6,-6.6
-4.6,-6
-4.6,-6
-4.4,-5.9
3.36,-6.3
22,-6.4
45.9,-6.3
71.4,-6.1
101,-6.4
137,-6.3
187,-6.5
97.9,109
57.2,-4.1
204,-5.5
6.65,-5.9
75.1,-6.5
50.1,17.9
5.56,24.3
-3.9,-2.3
-4.3,-3.2
-4.4,-5.6
-4.5,-6
-4.5,-5.6
-4.6,-2.6
-4.6,14.4
-4.6,-6.9
-4.6,79
-4.2,5.09
5.75,12.2
44.7,6.59
121,-5.7
189,-6.4
228,-6
257,-5.7
202,-5.7
103,8.45
192,-6.5
54.3,-5.5
71.1,180
68.5,172
18.2,530
2.51,101
-4.2,163
-4.3,412
-4.4,46.1
-4.5,-5.3
-4.5,-5.7
-4.5,-6.4
-4.6,-6.1
-4.6,-7.6
-4.6,11.4
-4.5,248
5.05,328
36.6,35.9
98,-0.53
182,-5.8
232,9.36
248,178
262,192
140,138
94.4,-6.1
118,313
123,185
63,-4.7
24.2,164
8.12,348
-4.3,76.6
-4.4,-5.6
-4.4,-5.5
-4.4,66.4
-4.5,276
-4.5,368
-4.5,134
-4.5,52.3
-4.5,-6.5
-4.5,6.22
3.88,38.3
32.5,-5.9
50.1,-6.7
174,1.24
78.5,-5.8
80.6,-6
212,-5.9
175,76.6
42.4,358
60.3,63.8
36.2,961
3.12,1.06
-0.054,515
-0.055,1.17
-0.056,665
-0.054,271
-0.055,343
-0.056,-6
-0.056,-5.9
-0.057,534
-0.057,556
-0.057,425
-0.057,64.5
-0.056,-5.4
-0.056,-8.3
-0.055,-5.5
-0.055,8.86
145,-0.72
201,-4.6
310,-5.6
339,5.03
180,-6.1
202,-5.7
215,-5.5
250,2.16
157,94.6
55.6,16.4
6.06,-5.3
-4.2,353
-4.3,594
-4.3,410
-4.4,87.6
-4.5,32.8
-4.5,-2.2
-4.6,-5.4
-4.6,45.4
-4.6,16.8
-4.5,114
0.599,131
43.5,122
125,178
192,131
239,78.5
264,9.01
274,-6.1
271,-5.9
254,-5.9
223,-0.027
174,80.8
109,88.2
36,133
3.13,372
-4.1,330
-4.3,122
-4.3,34.6
-4.4,89
-4.4,143
-4.5,44.6
-4.5,-3.4
-4.5,55.8
-4.6,75.2
-4.6,93.5
-0.57,34.7
23.3,51.3
33.6,197
52.5,81.6
148,145
103,239
223,-5.6
266,-5.5
132,-3.7
83.6,211
53,1.63
85.3,204
24.7,6.95
5.78,183
-4.5,1.28
-4.3,24.3
-4.3,214
-4.4,617
-4.5,87.1
-4.5,-6
-4.6,-5.5
-4.6,79.3
-4.6,11.8
-4.6,33.1
3.17,-5.9
45.3,-6.9
115,-6.2
172,-5.7
218,-5.5
231,1.43
224,-6.9
228,-5.5
196,21.9
185,21.3
155,116
84,104
20.1,21.6
6.67,-5.5
-4,-5.5
-4.2,240
-4.2,190
-4.3,79.9
-4.3,265
-4.4,248
-4.4,38.2
-4.4,-6.9
-4.5,-6.7
-4.3,-6.7
3.56,-6.3
43.7,-5.7
136,-5.7
255,6.78
318,31.3
358,66.2
388,727
400,905
241,467
233,330
213,339
163,313
74.1,380
15.2,198
-3.8,66.7
-4.2,5.15
-4.2,-6.4
-4.2,-5.1
-4.3,159
-4.3,171
-4.4,130
-4.4,170
-4.4,32.8
-4.1,-5.5
4.91,185
44.1,-0.53
121,-7.2
183,-5.6
227,-5.6
121,-5.8
64.2,-5.6
27.4,182
112,-4
112,-2.4
42.5,414
86.5,865
29.7,343
3.84,358
-4.1,336
-4.3,78.9
-4.2,59.5
-4.3,309
-4.3,175
-4.4,255
-4.5,391
-4.5,423
-4.4,465
-4.2,594
3.93,288
43.6,1.44
103,11.9
159,-6.4
200,-5.3
232,-5.7
247,-3.7
242,-3.4
221,-3.5
158,-5
119,100
99.3,141
34.8,29.3
6.61,25.3
-4.5,-5.9
-4.3,70.6
-4.3,473
-4.3,150
-4.4,131
-4.4,426
-4.5,584
-4.5,661
-4.5,792
-4.6,740
5.61,196
36.8,-4.1
46.2,-4
68.7,-3.9
158,-3.8
258,-3.8
265,-4
254,64.3
151,160
187,148
139,47.9
109,114
35.4,99.8
3.58,139
-4.1,11.7
-4.3,180
-4.4,130
-4.4,102
-4.5,-6.2
-4.6,-5.4
-4.6,-5.8
-4.7,41.6
-4.7,7.67
-4.5,440
3.15,909
51.1,242
120,106
187,192
232,7.34
259,155
275,792
271,344
255,409
224,665
176,813
107,154
37.6,91.1
2.04,127
-4.1,4.04
-4.3,-5.3
-4.4,40.7
-4.5,50.3
-4.4,25.6
-4.5,90.2
-4.6,204
-4.6,445
-4.6,241
-4.4,102
2.98,101
44,155
122,0.603
183,-7.2
229,-5.7
254,-5.7
264,-5.6
259,-5.6
242,-5.8
208,-5.7
160,-2.2
97,71.5
34.9,161
2.64,177
-4.3,175
-4.3,31.2
-4.2,528
-4.3,396
-4.2,839
-4.3,369
-4.3,305
-4.3,96.7
-4.4,9.35
-4.2,-5.6
4.55,-5.8
44.3,-6.3
105,-6.1
171,-5.7
178,-5.7
240,-5.7
179,1.39
207,-4
228,200
165,661
34.7,622
7.93,1.09
21.1,214
5.03,64
-4.3,-5.6
-4.2,-5.9
-4.2,-5.6
-4.3,4.83
-4.3,108
-4.4,155
-4.4,48.5
-4.4,17
-4.4,-7.2
-3.5,-5.7
10.6,-6.3
49,-6.1
85.4,-6
53.7,-5.9
101,157
151,227
253,81.5
108,21.7
117,-5.9
113,61.2
83.1,-4.3
89.3,414
17.4,133
4.55,536
-4.2,807
-4.3,644
-4.3,867
-4.3,859
-4.3,336
-4.4,450
-4.4,81.4
-4.4,510
-4.5,627
-4.5,374
0.715,251
24,111
63.1,14
163,-6.6
131,23.4
113,43.5
207,38.4
143,309
101,663
93.2,36.3
91.1,342
53.4,149
33.1,135
1.88,455
-4.5,691
-4.2,265
-4.2,43.6
-4.3,96.7
-4.3,103
-4.4,8.75
-4.4,106
-4.4,43.1
-4.4,18.5
-4.2,-6.2
1.81,-6
42.7,-5.9
108,-6.9
180,-6
201,-6.9
253,-0.023
256,275
213,430
213,180
198,192
168,439
111,859
41.1,905
2.9,602
-3.9,607
-4.3,612
-4.3,555
-4.3,73.3
-4.4,646
-4.4,442
-4.5,829
-4.5,786
-4.5,909
-4.3,834
4,906
50.7,506
121,341
190,260
232,3.96
244,102
212,203
211,83.9
191,122
236,203
178,154
112,372
48.1,330
6.45,268
-3.2,182
-4.2,85.4
-4.3,32
-4.4,-1.4
-4.5,30.3
-4.5,10.1
-4.5,1.91
-4.5,-5.5
-4.5,-5.7
-3.9,-5.7
4.79,-5.7
45.9,-5.8
96.2,-6.1
145,-6
213,-6.7
190,-6.1
146,-5.6
114,-5.8
60.8,-5.7
29,-6
103,-6
96.8,22.7
41.9,152
5.43,114
-3.5,158
-4.2,201
-4.3,4.11
-4.3,-9.1
-4.3,-7.1
-4.4,-6.3
-4.4,-5.8
-4.4,27.8
-4.4,97.2
-4.3,215
3.36,319
42,81.6
112,-5.3
228,-5.9
323,-5.7
353,134
365,97.9
297,11.3
271,2.04
256,1.09
137,-7
80.6,82.8
11.5,465
-2.2,603
-4.4,617
-4.3,817
-4.2,926
-4.2,734
-4.3,491
-4.3,129
-4.4,40.9
-4.4,50.4
-4.4,369
-4.4,692
1.46,771
42.3,674
110,255
180,104
214,1.1
221,592
203,201
7.5,196
-4.4,684
-4.5,337
-4.5,-5.9
-4.4,261
-4.3,38.2
-4.3,32.5
-4.2,-5.5
-4.3,12.1
-4.3,314
-4.4,97.4
-4.4,-7.3
-4.5,82.7
-4.5,93.1
-4.5,377
-4.5,564
-4.5,229
-4.6,624
-3.5,415
6.82,26
22.8,3.01
43.4,-7.9
46.9,-6.1
56,-6.8
73.2,-6.9
92.1,-6.4
86.1,-6.4
47.3,-4.9
18.2,-5.7
4.26,-5.7
0.553,-5.8
-4.1,-5.5
-4.3,-5.8
-4.4,-6.4
-4.4,-6.2
-4.5,74.2
-4.6,166
-4.6,286
-4.6,285
-4.6,203
-4.6,191
-3.6,63.5
4.53,142
14,64.4
17.4,33.3
24.4,-5.9
53.5,-7
42,-6.3
19.1,60.4
24,83.3
10.7,17.5
10.6,31.9
5.44,154
1.73,356
-1.4,158
-4.4,-5.9
-4.3,-5.7
-4.4,31.3
-4.4,12.9
-4.5,-5.6
-4.5,18.9
-4.5,-2.5
-4.6,-2.5
-4.5,-6.6
-4.4,-5.9
-1.3,-5.7
14.8,-6
43.6,-6.4
69.7,-6.6
88,-6.2
253,-6.1
267,-0.083
265,-5.8
243,-5.8
190,-5.7
114,82.3
22.9,167
12.8,947
10,436
-3.8,138
-4.2,438
-4.3,260
-4.3,0.227
-4.4,104
-4.5,-6.7
-4.5,-6.4
-4.5,-6.6
-4.5,-5.5
-4.4,139
2.38,236
41.2,37.9
114,-5.4
182,-3.9
236,-3.8
222,-3.8
252,-4.1
170,1.05
224,29.8
139,48
79.4,77
52.8,-4.4
45.9,-6.3
4.66,25.4
-4.1,767
-4.3,850
-4.2,451
-4.2,410
-4.2,54.2
-4.3,-7.2
-4.3,-6.8
-4.4,393
-4.3,5.33
-4,-6.2
2.01,-7.1
30,-6.5
105,-4.1
162,-3.9
225,-3.8
242,-3.8
196,714
187,649
73.4,410
149,546
101,108
65.5,-7.9
36.6,64.5
-0.55,274
-4.2,862
-4.2,121
-4.2,146
-4.2,497
-4.3,958
-4.3,480
-4.3,215
-4.4,17.6
-4.4,-4.5
-3.8,147
6.18,-6.3
40.5,644
78.4,873
61.3,400
87.8,1.05
31.1,1.04
-0.0000023,74.8
77.1,-6.3
38.2,574
21.4,478
-0.0000024,101
0.00000471,537
-0.0000019,967
0.000000874,185
0.00000601,246
0.0000139,234
0.000011,82
