First Solar 430 kW PV Array,GE 1.5 MW Turbine
-0.00000022,-4
-0.000011,-4.1
-0.000027,-3.8
-0.0000056,-4.8
-0.0000079,-4.2
-0.0000069,-4.3
0.00000137,-4.1
-0.0000033,-4.3
-0.026,-4
-0.059,-3.9
-0.052,-3.9
0.00000399,-3.7
0.00000157,-3.7
0.0000157,-3.8
0.00000602,-4
0.00000132,-4.1
0.00000199,-4
-0.0000003,-4.1
-0.00000097,-4.1
-0.0000014,-4.1
0.00000131,-4.1
0.00000189,-4.2
-0.0000035,-4.3
0.000000612,-4.3
-0.0000062,-4.1
-0.012,-4
-0.052,-4.6
-0.029,-4.1
-0.047,-3.9
-0.044,-4
-0.0086,47.9
-0.33,112
48,51.4
40.4,-1.9
167,-5.7
-0.36,-5.7
0.000015,-5.8
0.000014,-6
0.00000214,-6.1
-0.00000013,-6.2
-0.0000052,-6.3
0.00000142,-6.3
-0.0000001,-6.4
-0.000005,-6.3
-0.00000036,-6.4
0.00000467,-6.5
0.00000341,-6.5
-0.0000021,-6.5
-0.0000014,-6.3
10.4,-6.3
18.1,-6.2
47.6,-6
159,-6.3
-0.0000078,-6.1
0.000000691,-6.1
-0.000006,-6.1
0.00000542,-6.1
0.00000345,-6
0.00000102,-5.9
0.00000568,-6
0.00000337,-6
0.00000135,-6.4
0.00000204,-6.4
0.000000536,-6.5
0.00000666,-6.5
0.00000403,-6.6
0.00000415,-6.6
0.00000363,-6.9
-0.00000085,-6.5
0.0000021,-6.6
0.00000699,-6.3
0.000000737,-6.2
0.00000531,-6.2
-0.0000087,-6.3
-0.00001,-6.5
-0.000013,-4.5
-0.0000039,-4.4
-1.8,-4.4
-4.2,-4.1
-1.7,-4.2
-0.0033,-5.2
-0.025,-6.3
-0.065,-6.2
-0.0051,-6.2
0.00000192,-6.2
3.32E-08,-6.5
0.000000795,-6.5
-0.0000016,-6.5
-0.0000011,-6.9
0.00000245,-6.7
-0.00000054,-6.7
0.00000242,-6.7
0.000000183,-6.7
0.000000552,-7
0.00000296,-6.6
0.00000496,-6.6
-0.0000042,-6.7
-0.0000038,-6.4
-0.0000064,-6.2
-0.0021,-6.7
-0.0072,-6.1
-0.0047,-6.3
-0.0035,-6.1
-0.00055,-6.3
-0.00002,-6.2
0.00000581,-6.1
-0.00000061,-6
0.00000801,-6
0.00000805,-6.1
0.0000087,-6.4
0.0000109,-6.6
0.00000692,-6.6
-0.000000068,-6.7
0.000000255,-6.6
0.00000167,-6.6
-0.0000021,-6.7
-0.0000019,-6.7
-0.00000061,-6.6
-0.0000011,-6.7
0.00000257,-6.7
-0.0000011,-6.9
0.00000189,-6.3
-0.000022,-6.7
-0.00002,-6.6
-0.0000054,-6.5
-0.000004,-6
-0.0000048,-6.1
-0.0000063,-6.1
0.00000286,-6.1
-0.0000012,-6.1
0.00000329,-6
0.00000997,-6
0.0000122,-6
0.00000449,-6.2
0.00000224,-6.4
0.0000103,-6.4
-0.00000032,-6.4
-0.0000021,-6.4
0.00000286,-6.5
0.000000314,-6.6
0.00000619,-6.6
0.0000126,-6.6
-0.0000028,-6.6
-0.0000025,-6.5
-0.00000099,-6.4
-0.0000077,-6.5
-0.000022,-6.5
-0.00001,-6.5
-0.000011,-6.2
-0.0000051,-6
-0.0000047,-6
-0.0000026,-5.9
0.00000187,-5.9
0.00000196,-5.9
0.00000145,-5.9
0.000000257,-5.9
0.000011,-5.9
0.0000178,-6.1
0.0000113,-6.4
0.00000156,-6.5
-0.0000055,-6.6
0.0000035,-6.6
0.00000118,-6.6
-0.000011,-6.5
-0.0000028,-6.7
0.00000229,-6.7
0.00000671,-6.6
-0.0000066,-6.6
0.000000764,-6.6
-0.000013,-6.7
-0.0000082,-6.4
-0.0000085,-6.1
-0.000014,-5.9
-0.0000024,-5.9
-0.00000088,-5.9
-0.00000035,-5.8
0.00000151,-5.8
-0.0000018,-5.8
0.00000137,-5.8
0.00000122,-5.8
0.00000976,-5.8
0.0000141,-6.1
0.00000463,-6.2
0.000000258,-6.3
-0.0000054,-6.4
-0.00000035,-6.4
0.00000385,-6.5
-0.0000025,-6.5
-0.00000044,-6.5
-0.00000093,-6.4
0.00000379,-6.4
0.00000366,-6.5
0.00000709,-6.7
-0.014,-6.1
-0.056,-6.1
-0.057,-6.1
-0.06,-6.2
-0.053,-6
-0.0055,-5.9
-0.0000042,-5.9
0.000000208,-5.9
0.00000275,-5.9
-0.00000056,-5.9
0.00000452,-5.9
0.0000182,-5.8
0.000012,-6.1
0.0000102,-6.3
0.00000914,-6.3
-0.0000063,-6.4
-0.0000052,-6.5
0.00000382,-6.5
0.00000929,-6.5
0.000000749,-6.5
0.00000122,-6.5
0.00000262,-6.5
-0.0000015,-6.5
0.00000436,-6.4
-0.0000081,-6.7
-0.000016,-6.6
-0.81,-7.1
434,-7
-53,-6.5
-34,-6.5
-414,-6.5
8.28,-6.4
8.23,-6.4
36.8,-6.3
4.29,-6.3
0.0000139,-6.3
0.0000147,-6.6
0.00000758,-6.7
0.00000464,-6.7
0.00000239,-6.8
-0.00000013,-6.8
-0.0000056,-6.9
-0.000004,-6.9
0.00000265,-7
0.00000909,-7
-0.00000048,-7
0.00000474,-6.9
-0.00000046,-6.9
-0.0000043,-5.3
-0.00003,-4.7
4.64,-4.7
69.2,-4.4
161,-4.2
-93,-4.2
-126,-4.1
89.6,-4.1
85,-4.2
47.4,-4.1
185,-4.8
0.0000127,-6
0.0000236,-6.2
0.00000558,-6.3
-0.0000047,-6.4
-0.000002,-6.4
0.000000513,-6.4
0.00000311,-6.4
0.00000706,-6.5
-0.0000047,-6.4
-0.0000089,-6.4
-0.0000044,-6.7
-0.0000017,-6.5
0.00000222,-6.3
-0.0000052,-6.4
-0.0000065,-6
-0.034,-5.9
-0.067,-5.9
-0.06,-5.7
-0.056,-5.7
-0.054,-5.7
-0.057,-5.7
-0.06,-5.8
-0.045,-5.8
-0.013,-5.8
0.00000677,-5.7
0.0000265,-6
0.00000213,-6.1
-0.0000024,-6.2
0.00000511,-6.2
-0.000003,-6.2
-0.0000078,-6.2
-0.000002,-6.3
-0.0000025,-6.3
-0.000004,-6.3
-0.000000096,-6.3
-0.00000091,-6.3
0.00000362,-6.2
-0.0000042,-6
-0.0000062,-5.9
-0.000011,-5.8
-0.000013,-5.8
-0.000000034,-5.8
0.000000541,-5.8
0.000000178,-5.9
0.00000298,-5.9
0.0000267,-5.9
-0.000013,-5.9
0.0000158,-5.9
-0.0000038,-5.9
0.00000158,-6.3
-0.0000033,-6.3
0.0000029,-6.3
0.00000197,-6.4
0.000000339,-6.4
0.0000134,-6.4
0.00000313,-6.5
-0.0000025,-6.6
0.0000029,-6.7
0.00000148,-6.7
-0.0000051,-7
-0.000011,-6.6
-0.0000094,-6.5
-0.0000049,-6.3
-0.0000037,-6.5
-0.000004,-6.2
-0.0000052,-6.2
0.00000165,-6.1
-0.0000016,-6.2
-0.000013,-6.1
0.0000174,-6.1
0.00000335,-6.1
1.87E-08,-6.1
0.0000119,-6.1
0.0000105,-6.4
0.00000857,-6.5
0.00000449,-6.6
0.00000651,-6.6
0.000000809,-6.9
-0.0000019,-6.6
-0.0000042,-6.7
0.00000146,-6.7
-0.0000017,-6.6
0.00000267,-6.9
0.00000261,-6.6
-0.0000017,-6.6
-0.0000071,-5.3
-0.000011,-3.9
-0.0000029,-4
-0.000011,-4.4
-0.05,-4.2
-0.029,-4.1
-0.0000029,-4.3
-0.00000093,-4.2
0.000000126,-4.2
0.0000386,-4.2
0.00000517,2.61
0.00000591,-0.29
0.0000108,63.2
0.00000377,-0.64
-0.00000099,27.1
0.00000487,-2.5
0.0000109,-1.7
0.00000882,-8.2
0.00000022,-6.7
0.00000681,-6.7
-0.0000043,-6.6
0.00000129,-6.8
-0.00000067,-6.8
0.000000149,-6.6
-0.0000079,40.8
-0.0000014,75.7
-0.000013,52.4
-0.000009,74.8
0.00000125,74.8
-0.0000018,37.3
-0.0000079,10.8
-0.0000027,20.1
0.0000113,-7.5
0.00000679,-6.6
-0.000001,-6.4
0.00000281,-6.1
0.0000126,-6.5
0.0000121,-6.5
0.00000121,-6.5
0.00000279,-6.4
0.00000567,-6.7
-0.00000093,-6.6
-0.0000018,-6.9
-0.0000033,-7.3
-0.0000053,-6.9
0.00000137,-8.1
0.00000494,-7.3
-0.0000028,-6.9
-0.0000081,-6.1
-0.000025,-4.9
-0.00000059,-4.3
-0.0000055,-3.9
-0.00001,-3.8
-0.018,-3.8
17.8,-3.8
-3.8,-3.7
19.3,-3.3
51.9,-3.3
0.00000334,-3.3
0.0000133,-3.3
0.000013,-3.6
0.000000176,-3.7
0.00000117,-3.8
0.00000213,-3.8
0.00000593,-3.8
-0.000001,-3.8
-0.0000033,-3.8
0.00000219,-3.9
0.00000244,-4.2
0.00000723,-3.9
0.00000874,-3.9
-0.0000051,-3.9
-0.000017,-4.8
-0.000017,-4.3
-0.0000081,-4
-0.0000068,-4
-0.0000045,-4.1
-0.045,-4.1
-0.056,-4.2
-0.065,-4.1
-0.056,-4.1
-0.0041,-4.1
0.0000023,-3.9
0.00000786,-3.7
0.00000825,-3.5
0.00000163,-3.6
-0.0000026,-3.6
0.000000256,-3.6
0.00000171,-3.6
0.0000105,-3.7
0.000017,-3.7
0.00000468,-3.8
-0.0000019,-3.8
0.00000171,-3.8
0.00000231,-3.8
-0.000005,-3.8
-0.000004,-4.2
-0.0000042,-4.2
-0.0000019,-4
-0.0000096,-4.6
-0.00002,-4.6
-0.0000038,-4.7
-0.00000089,-4.6
-0.000001,-4.4
0.00000549,-5.1
-0.0000016,-4.9
0.00000716,-4.5
0.00000773,-4.5
0.0000193,-3.7
0.0000118,-3.6
-0.0000027,-3.6
0.00000118,-3.6
-0.0000012,-3.7
-0.0000011,-3.7
0.000000567,-3.7
0.00000171,-3.7
0.00000192,-3.7
-0.0000028,-3.7
-0.0000064,-4
-0.00000051,-3.7
-0.000013,-4.2
-0.000017,-4.6
-0.000003,-4.5
-0.000011,-4.8
-0.0000072,-4.3
-0.0048,-4.1
-0.035,-4.1
0.00000296,-4.3
0.00000209,-4.3
0.00000963,-4.1
0.00000968,-4.1
0.00000803,-3.9
0.00000196,-4.5
0.00000439,-4.2
-0.0000027,-4.2
0.00000118,-4.3
-0.00000011,-4.3
0.00000391,-4.4
0.00000204,-4.3
-0.0000011,-4.5
-0.0000025,-4.3
-0.0000018,-4.3
0.00000378,-4.4
0.00000182,-4.1
-0.0000032,-3.8
-0.000011,-4.2
-0.0000037,-3.7
-0.0000029,-3.8
0.000000687,-3.7
-0.0000037,-3.8
-0.000011,-3.8
-0.0000061,-3.8
0.00000153,-3.9
0.00000116,-3.8
0.00000712,-3.9
0.0000195,-3.8
0.00000841,-4.1
0.0000099,-4.2
0.000005,-4.3
-0.0000041,-4.3
0.00000261,-4.2
0.000015,-4.2
0.00000211,-4.2
0.00000162,-4.2
-0.0000015,-4.2
0.000000921,-4.3
0.000000206,-4.3
-0.000002,-4.2
0.00000248,-4.4
-0.0000063,149
159,596
323,565
397,448
388,855
408,330
308,312
95.6,318
99.5,133
-0.24,-6.5
0.0000107,-6.3
0.00000528,-6.6
-0.00000031,-6.6
0.00000666,-6.7
3.23E-08,-6.5
0.00000186,-6.5
-0.0000029,-6.5
0.0000101,-6.6
0.00000307,-6.6
0.00000845,-6.8
0.000000948,-6.8
0.0000112,-6.7
-0.0000056,-6.7
-0.000011,-6.2
-0.000026,-4.3
19.7,-3.9
24.2,-4.5
39.3,-4.4
-3.2,-4.7
-0.85,-4.3
4.78,-4.3
6.05,-4.4
5.22,-4.6
-3.1,-4.8
0.0000173,-4.4
0.0000211,-4.1
0.00000607,-3.7
0.00000657,-3.7
-0.0000067,-3.8
-0.0000042,-3.7
0.00000364,-3.8
0.00000349,-3.8
0.000015,-3.8
-0.000000075,-3.7
0.00000997,-4.2
0.000000572,-3.8
-0.0000033,-3.6
-0.00002,-4.4
-0.000012,-4.3
-1.5,-4.8
-1.9,-5
-4.3,-4.5
-3.3,-4.3
-4.2,-4.8
-3.9,-4.3
50.2,-4.3
-0.98,-3.9
0.00000942,-4.2
0.0000182,-3.4
0.0000172,-3.6
0.0000109,-4.1
-0.00000068,-3.8
-0.0000049,-3.8
0.000000571,-3.8
0.00000149,-3.8
-0.0000095,-3.9
-0.0000061,-4.1
-0.00000029,-4
0.00000574,-3.8
0.00000308,-4.2
-0.000002,-3.8
-0.0000028,-4.2
-0.000011,-4.4
-1.1,-4.2
52,-4.4
18.4,-4.1
-4.2,-3.9
13.5,-4.2
20.3,-3.5
62.5,-4.2
51.7,-4.5
-0.48,20.9
0.00000503,-6.2
0.00000783,-6.3
0.00000872,-6.4
0.00000997,-6.4
0.00000935,-6.4
0.0000219,-6.5
0.00000332,-6.6
0.00000288,-6.6
0.00000654,-6.7
-0.00000025,-6.7
-0.00000035,-6.6
0.00000594,-6.5
0.00000923,-6.5
0.0000056,-6.5
0.00000367,-6.3
-0.0000051,-6.3
-0.000015,-6.6
-0.000002,-6.6
-0.00000067,-6.3
0.0000686,-6.3
-0.0000061,-6.6
0.0000016,-6.2
0.00000627,-6.4
0.0000149,-6.1
0.00000713,-6.1
0.0000275,-6.9
0.00000881,-6.5
0.00000529,-6.5
0.0000033,-6.4
0.00000494,-6.4
0.000000637,-6.4
0.00000409,-6.4
0.00000178,-6.5
0.00000293,-6.5
0.00000206,-6.5
0.00000344,-6.5
0.0000032,-6.8
0.00000054,-6.1
-0.000011,-6.4
-0.000015,-6.4
-0.00000069,-6.6
-0.00000044,-6.3
-0.0000041,-6
-0.0000014,-6
0.000000841,-6
0.00000409,-5.9
0.00000938,-5.9
0.0000116,-5.9
0.0000211,-6
0.0000132,-6.4
0.00000676,-6.4
0.000000166,-6.3
0.00000204,-6.4
0.00000228,-6.4
0.00000858,-6.8
0.00000717,-6.4
-0.0000036,-6.4
-0.000002,-6.4
0.00000847,-6.7
0.00000768,-6.5
-0.0046,-6.5
0.000000937,-6.5
-0.0056,-6.5
-0.061,-6
-0.041,-5.9
-0.0000022,-5.9
0.00000204,-5.9
0.00000479,-5.8
0.00000418,-5.8
0.00000471,-5.8
0.000000543,-5.8
0.0000155,-5.8
0.000024,-5.9
0.0000129,-6.2
0.00000895,-6.2
0.00000584,-6.3
0.00000514,-6.3
0.00000798,-6.3
0.00000721,-6.3
0.00000964,-6.4
-0.000000023,-6.4
0.00000333,-6.4
0.00000729,-6.5
0.00000821,-6.7
0.0000101,-6.4
-0.0000062,-6.1
-0.000016,-6.5
-0.058,-6.4
-0.059,-5.9
-0.024,-5.9
-0.0065,-5.8
-0.068,-5.7
-0.07,-5.8
-0.029,-5.8
-0.0044,-5.8
0.0000154,-5.9
0.0000246,-6
0.00000735,-6.3
0.00000893,-6.2
0.00000341,-6.3
0.00000198,-6.5
0.00000262,-6.5
0.00000978,-6.5
0.00000438,-6.4
0.00000498,-6.8
0.00000231,-6.5
0.00000654,-6.5
0.00000493,-6.5
0.00000418,-6.8
0.00000459,-6.2
8.75,-6.2
57.8,-6.3
2.36,-6
4.07,-6
-0.0000026,-6.1
0.115,-6.1
-72,-6.1
13.4,-6.1
40.5,-6.2
0.00000717,-6.2
0.00000216,-6.3
0.0000082,-6.6
0.00000359,-6.8
0.00000232,-6.5
-0.0000022,-6.5
-0.000000032,-6.5
0.00000184,-6.5
0.000000655,-6.5
-0.0000037,-6.5
-0.0000045,-6.8
0.000000399,-6.5
0.00000125,-6.5
-0.0000044,-6.9
-1.3,-6.1
5.98,-6.6
27.6,-6.1
41,-6.3
91.6,-6.3
29.6,-6.3
6.38,-6
21,-6.1
8.23,-6
-1.3,-6
0.00000838,-6.3
0.00000796,-6.5
0.0000101,-6.6
0.00000791,-6.8
0.0000112,-6.8
0.00000847,-6.8
0.00000552,-6.8
0.00000853,-6.6
0.00000699,-6.6
0.00000121,-6.5
0.00000986,-6.8
0.00000541,-6.7
-0.00000073,-6.7
0.00000774,-7
-0.39,-6.7
9.81,-6.4
-1.4,-6.7
70,-6.5
221,-6.7
49.5,-6.1
92.3,-6.3
186,-6.2
34.3,-6.3
0.00000155,-6
0.00000813,-6.5
0.00000338,-6.3
0.00000478,-6.6
0.0000023,-6.6
0.00000547,-6.5
0.00000393,-6.8
0.00000236,-6.4
0.0000091,-6.4
0.0000134,-6.9
0.000012,-6.6
0.00000107,-6.5
-0.0000019,-6.5
0.00000888,-6.7
0.00000187,-6.5
0.00000242,-6.3
-0.000011,-6.4
0.00000053,-7
-0.011,-7
-0.06,-7
-0.039,-6.6
-0.062,-6.7
-0.085,-6.9
-0.041,-6.7
0.00000415,-6.6
0.0000183,-6.4
0.00000939,-6.6
0.00000316,-6.9
0.00000077,-6.7
-0.00000054,-6.6
0.00000293,-6.6
-0.0000034,-6.7
-0.0000023,-6.7
-0.0000009,-6.8
0.00000107,-6.8
0.000000555,-7.1
-0.00000095,-6.8
0.00000167,-6.9
0.0000043,-6.7
-0.0000066,-6.8
-0.0000047,-6.7
-0.000011,-6.7
-0.000019,-6.8
-0.0000079,-6.7
-0.0000035,-6.8
-0.000001,-6.5
-0.0000043,-6.7
-0.0000012,-6.7
-0.0000013,-6.4
0.0000108,-6.7
0.00000668,-6.5
0.0000222,-6.6
0.00000521,-6.6
-0.0000042,-6.6
0.00000289,-6.6
-0.0000014,-6.6
-0.0000014,-6.6
-0.0000026,-6.6
0.0000016,-6.6
0.00000978,-6.7
0.00000116,-6.6
0.00000722,-6.7
-0.0000054,-7
-0.000015,-6.4
-0.0000065,-6.7
-0.000022,-6.7
-0.00001,-6.7
-0.0000041,-6.5
-0.0000025,-6.7
-0.0000056,-6.3
-0.0000033,-6.2
-0.0000033,-6.1
0.000000821,-6.1
0.0000125,-6.1
0.0000159,-6.4
0.0000269,-6.8
-0.000003,-6.7
0.000000207,-6.6
-0.0000011,-6.6
-0.000000022,-6.7
0.00000132,-6.6
-0.00000092,-6.6
-0.0000011,-6.5
-0.0000032,-6.5
0.00000429,-6.6
-0.00000053,-6.6
-0.0000023,-6.8
-0.0000065,-6.2
-0.000013,-6.5
-0.00002,-6.5
-0.0000039,-6.7
-0.0000011,-6.6
-0.0000065,-6.1
-0.0000072,-6.2
-0.0000034,-6.2
-0.0000029,-6.2
0.00000434,-6.2
0.0000082,-6.2
0.0000205,-6.3
0.0000207,-6.6
0.000000393,-6.7
-0.0000018,-6.9
-0.0000031,-6.5
-0.0000036,-6.5
5.75E-09,-6.5
0.000000238,-6.6
0.00000235,-6.6
-0.0000038,-6.6
-0.00000098,-6.6
-0.00000014,-6.5
0.00000131,-6.6
-0.0000017,-6.3
-2.4,-6.1
56.5,-6.5
85.2,-6.6
7.98,-6.6
-0.0000038,-6.7
-0.37,-4.5
-4.2,-4.2
-4,-4.1
-0.78,-6.1
0.0000227,-6.1
0.000015,-6.4
0.0000199,-6.7
0.0000124,-6.6
0.00000518,-6.6
0.00000196,-6.5
0.00000949,-6.4
0.00000312,-6.5
0.00000433,-6.6
0.00000918,-6.6
0.0000062,-6.5
0.0000089,-6.6
0.00000776,-6.6
0.00000313,-6.5
44.8,-6.5
10.7,-6.1
131,-6.6
587,-6.6
331,-6.6
-0.34,-6.6
428,-6.4
219,-6.6
192,-6.3
0.00000646,-6.3
0.00000461,-6.7
0.00000567,-6.5
0.00000245,-6.7
0.00000613,-6.7
0.00000159,-6.8
-0.0000029,-6.9
0.00000305,-6.7
0.00000301,-6.7
-0.0000015,-6.6
0.00000273,-7
0.00000853,-6.7
-0.0000018,-6.7
-0.0000026,-6.7
-0.000001,-6.7
-0.0000038,-6.4
-0.0000055,-6.7
-0.033,-6.3
-0.034,-6.5
-0.0028,-6.6
-0.00017,-6.2
-0.0000062,-6.8
0.00000169,-6.8
0.0000118,-6.3
0.0000145,-6.3
0.0000173,-6.2
0.0000146,-6.4
0.0000137,-6.7
0.0000123,-7.1
0.00000592,-6.7
0.0000115,-6.7
0.0000141,-6.8
0.00000263,-6.7
0.00000344,-6.7
0.00000681,-6.7
0.00000134,-6.9
0.00000836,-6.6
0.00000913,-6.5
0.00000963,-6.6
0.00000514,-6.5
-0.0000015,-6.3
-0.029,-6.6
-0.056,-6.2
-0.058,-6.4
-0.019,-6.6
0.00000195,-6.2
0.0000136,-6.5
0.000012,-6.3
0.0000111,-6.3
0.00000826,-6.4
0.0000104,-6.7
0.00000935,-6.7
0.0000168,-6.6
-0.025,-6.6
-0.063,-6.7
-0.063,-6.9
-0.032,-6.6
0.00000866,-6.7
0.00000515,-6.6
0.00000738,-6.6
0.00000749,-7
0.00000423,-6.6
0.00000394,-6.8
0.0000166,-6.8
0,-6.4
0,-6.7
-0.000004,-6.7
0.0000113,-6.3
-0.0000058,-6.4
0.00000384,-6.7
-0.0000041,-6.7
0.0000063,-6.4
0.0000206,-6.4
0.0000181,-6.4
0.0000151,-6.7
0.00000337,-6.9
0.00000527,-6.9
0.00000461,-7
0.00000902,-7
0.00000424,-7.2
0.00000496,-7.1
0.00000534,-7.1
0.00000703,-7
0.0000165,-7.1
0.0000187,-7
0.0000175,-7.1
0.00000131,-6.4
-0.0000085,-3.9
-0.000016,-4.1
0.000000903,-4.3
-0.000011,-4.2
-0.0000059,-3.9
-0.00000018,-4.3
0.00000551,-4.3
0.00000886,-3.8
0.00000414,-4.2
0.0000107,-3.9
0.0000229,-4
0.00002,-3.9
0.00000758,-4.1
0.00000377,-4.1
0.0000077,-4.2
0.00000443,-4.1
0.00000758,-4.2
0.00000797,-4.2
0.00000561,-4.3
0.0000112,-4.3
0.0000215,-4.2
0.0000236,-4.2
0.00000795,-4.1
0.00000596,-4.2
-0.000018,-4.2
-0.000021,-3.7
0.000000122,-4.3
-0.0000016,-4.2
-0.0000092,-4.2
-0.0000011,-4
239,-4.2
335,-4.2
268,-4.1
167,-3.9
32.5,-4.2
0.0000278,-4.1
0.0000132,-4.1
0.00000539,-4.2
0.00000997,-4.2
0.00000423,-4.1
0.00000535,-4.3
0.00000822,-4.3
0.0000093,-4.4
0.0000127,-7.3
0.0000094,-4.3
0.00000286,-4.3
0.00000685,-4.3
0.0000163,-7.2
0.00000327,-5.9
-3,-4.1
217,-4.1
381,-5.1
135,-4.8
-0.39,-7.8
0.0000147,-7.2
71.8,-6.7
129,-4.5
-1.2,-4.2
0.00000695,-4.1
0.0000244,17.9
0.0000197,75.3
0.0000169,9.68
0.0000161,-7.9
0.00000651,-7.3
0.00000909,-7.1
-0.0000049,-7
0.00000177,-7.4
-0.000016,-7.7
-0.000004,-6.7
0.00000268,-4.4
0.00000143,-5.2
0.00000372,-4.9
-0.51,31.7
316,76.3
197,70
450,62.4
616,70.3
347,75.2
-6.5,74.5
348,66.6
244,74.5
-4.3,74.6
-1.2,74.6
0.00000774,74.9
-0.00000042,50.1
0.0000076,8.73
0.00000837,38.3
0.0000116,44.9
0.00000604,26.5
0.00000769,75.2
0.0000105,75.1
-0.00000067,75.3
0.00000334,59.9
0.00000431,-5.9
0.00000438,19.6
-0.47,76.5
-3.3,68.4
742,-4.2
926,-4.3
243,-4.2
193,-4.6
51.2,-4.2
-0.074,-4.4
-0.071,23.9
-0.034,74.8
-0.000018,73.5
-0.029,-3.9
0.0000148,-6.4
0.0000219,-6.3
0.00000563,-6.5
-0.0000022,-6.6
-0.0000013,-6.7
-0.000016,-6.8
-0.000004,-6.8
-0.0000079,-6.9
-0.0000014,-6.9
0.000000165,-7.3
0.00000274,-7
0.000000549,-4.2
0.00000321,-4.6
-0.00061,-4
-0.0025,-5.9
-0.00096,-4.4
-0.056,-4.5
-0.042,-4.7
-0.064,-4.8
-0.048,-4.6
-0.058,8.32
-0.038,53.9
-0.052,71.2
-0.0054,14
0.0000212,-6.7
0.0000108,-6.7
0.000012,-6.7
0.0000192,-6.6
-0.000004,-6.7
-0.0000022,-6.8
0.00000652,-6.8
0.0000204,-6.8
0.0000221,-7.1
0.0000024,-6.8
0.00000584,-6.7
0.00000424,-6.7
0.000032,-7
-0.00000014,-6.9
-0.000033,-8.3
0.0000021,-5.9
-0.0000066,-5.1
-0.0000034,-4.9
0.00000331,-5.1
0.0000113,-4.9
0.00000358,-4.9
0.0000035,-4.9
0.0000114,-4.8
0.0000105,-3.9
0.000036,-4.7
0.0000163,-4.3
0.00000217,-4.1
0.00000753,-4.3
0.00000266,-4.3
0.0000246,-4.3
0.0000187,-4.2
0.000011,-4.3
0.0000175,-4.4
0.0000174,-4.2
0.00000585,-4.3
0.00000838,-4.3
0.0000118,-4.3
-0.0000052,-4.2
-0.000037,-4.2
-0.0000031,-4.4
-0.000015,-4.3
0.00000833,-4.5
0.00000638,-4.5
0.00000406,-4.4
0.00000391,-4.2
0.00000809,-4.1
0.00000844,-3.9
0.0000182,-4
0.000021,-4
0.0000182,-4.2
0.00000783,-4.1
0.00000633,-4.2
0.0000137,-4.2
0.0000057,-4.2
0.00000424,-4.2
0.00000544,-4.2
0.00000678,-4.2
0.0000086,-4.5
0.00000815,-4.2
0.0000012,-4.2
0.00000815,-4.6
0.00000605,-4.3
0.00000706,-4.8
0.00000445,-4.3
-0.000012,-4.8
233,-4.5
368,-4.9
350,-4.7
229,-4.2
169,-4.1
142,-4
11.6,-3.8
0.0000143,-4
0.0000158,-3.9
0.000000358,-4
0.0000011,-3.9
-0.000002,-4
0.00000126,-4
0.00000212,-4
0.00000241,-4
0.00000319,-4
0.0000178,-4
0.00000652,-3.8
-0.00000049,-3.9
-0.000021,-4.1
37.4,-4.1
605,-4
647,-4.9
743,-5.2
551,-4.4
-0.09,-4.3
625,-4.5
384,-4.6
69.2,41.7
0.00000588,95.3
0.00000592,36.9
0.0000174,-6.8
0.0000213,-6.5
0.000000823,-6.7
-0.0000049,-6.8
0.0000113,-6.8
0.00000633,-6.7
0.00000668,-6.8
-0.0000054,-6.5
-0.000011,-4
0.000000209,-4
0.00000171,-4
-0.0000077,-4.2
0.0000015,-3.9
0.00000571,-4
-0.000027,-4.7
172,-4.1
327,11.2
368,137
387,50.1
370,-6.8
330,-8.1
257,-7.6
157,-7.6
39.5,-7
-4.1,-6.1
-4.3,-6.2
-4.4,-6.4
-4.4,-6.4
-4.5,-6.5
-4.5,-6.5
-4.6,-6.6
-4.6,-6.6
-4.6,-6.6
-4.6,-6.6
-4.5,-6.9
-4.5,-6.4
-4.4,-6.4
-4,-6.8
2,-6.3
2.65,-6.7
-0.0000078,-6.5
11.1,-6.7
59.1,-6.3
150,124
153,175
192,68.3
140,53.3
34.5,11.3
-4.3,-6
-4.3,-6.1
-4.4,-6.1
-4.4,-6.2
-4.4,-6.3
-4.4,-6.3
-4.5,-6.3
-4.5,-6.2
-4.5,-6.1
-4.5,-6.6
-4.5,-6.2
-4.5,-6.2
-4.4,-6.5
9.07,-6.2
118,-6.7
229,-6.6
305,-7.2
349,-7
255,31.5
298,-3.3
320,19.2
236,-7.4
88.3,-6.3
4.71,-6.6
0.0000308,-6.6
0.00000904,-6.7
0.00000376,-6.8
0.00000304,-6.8
0.0000026,-6.8
0.00000128,-6.8
0.00000927,-6.7
-0.00000074,-6.8
0.0000125,-6.8
0.000000965,-6.9
0.00000557,-7.3
0.00000638,-7.1
0.00000799,-6.8
0.00000498,-6.8
0.00000707,-6.6
-0.0000005,-6.5
-0.0000062,-6.7
0.00000249,-7.1
0.00000679,-7
-0.0000035,-6.6
0.00000607,-6.9
0.00000388,-6.8
0.0000095,-6.6
0.0000214,-6.6
0.0000118,-7
0.00000886,-6.9
0.000000624,-7
0.00000768,-7.1
0.00000361,-7
0.0000033,-7.1
0.0000061,-7.6
0.00000292,-7.2
0.00000515,-7.1
0.00000646,-7
0.0000138,-7.1
0.00000981,-7.5
0.0000172,-7.1
-0.0000014,-6.8
-0.0000071,-7
-0.00000012,-7
0.00000387,-7.1
-0.0000038,-7.1
-0.0000059,-7.2
