UID,fbus,tbus,r,x,b,rateA,rateB,rateC,ratio,angle,status,angmin,angmax,Pf,Qf,Pt,Qt,mu_Sf,mu_St,mu_angmin,mu_angmax,branch_device_type
2562,7336,7147,0.00171,0.01165,0.00198,221,0,0,0,0,1,0,0,141.12,-54.68,-140.74,57.08,0,0,0,0,Line
2563,7336,7147,0.00171,0.01165,0.00198,221,0,0,0,0,1,0,0,141.12,-54.68,-140.74,57.08,0,0,0,0,Line
2564,7336,7147,0.00171,0.01165,0.00198,221,0,0,0,0,1,0,0,141.12,-54.68,-140.74,57.08,0,0,0,0,Line
2565,7336,7147,0.00171,0.01165,0.00198,221,0,0,0,0,1,0,0,141.12,-54.68,-140.74,57.08,0,0,0,0,Line
2566,7386,7147,0.00225,0.01539,0.00262,221,0,0,0,0,1,0,0,-120.2,-60.63,120.61,63.13,0,0,0,0,Line
2567,7386,7147,0.00225,0.01539,0.00262,221,0,0,0,0,1,0,0,-120.2,-60.63,120.61,63.13,0,0,0,0,Line
2568,7178,7148,0.00225,0.01565,0.00256,221,0,0,0,0,1,0,0,-49.17,-15.28,49.23,15.45,0,0,0,0,Line
2569,7178,7148,0.00225,0.01565,0.00256,221,0,0,0,0,1,0,0,-49.17,-15.28,49.23,15.45,0,0,0,0,Line
2570,7148,7245,0.00801,0.04577,0.00688,98,0,0,0,0,1,0,0,33.22,-20.69,-33.1,20.71,0,0,0,0,Line
2571,7148,7298,0.00778,0.03402,0.00518,149,0,0,0,0,1,0,0,-21.79,-6.96,21.83,6.62,0,0,0,0,Line
2572,7148,7365,0.0043,0.02938,0.005,221,0,0,0,0,1,0,0,-84.68,-10.05,85,11.71,0,0,0,0,Line
2573,7148,7365,0.0043,0.02938,0.005,221,0,0,0,0,1,0,0,-84.68,-10.05,85,11.71,0,0,0,0,Line
2574,7149,7408,0.0135,0.0771,0.01159,98,0,0,0,0,1,0,0,-35.24,7.26,35.41,-7.42,0,0,0,0,Line
2575,7151,7150,0.00105,0.04281,0,151.8,0,0,1,0,1,0,0,-104.42,-14.02,104.54,18.57,0,0,0,0,Transformer
2576,7150,7390,0.00103,0.01076,0.03665,750,0,0,0,0,1,0,0,-190.46,44.76,190.83,-44.73,0,0,0,0,Line
2577,7150,7390,0.00103,0.01076,0.03665,750,0,0,0,0,1,0,0,-190.46,44.76,190.83,-44.73,0,0,0,0,Line
2578,7150,7420,0.0052,0.03715,0.06773,443,0,0,0,0,1,0,0,-76.56,63.14,77.07,-66.57,0,0,0,0,Line
2579,8004,7150,0.01032,0.1009,0.19415,647,0,0,0,0,1,0,0,-340.75,80.7,352.95,18.02,0,0,0,0,Line
2580,7151,7254,0.00477,0.03078,0.00587,221,0,0,0,0,1,0,0,60.37,1.54,-60.2,-1.07,0,0,0,0,Line
2581,7330,7152,0.00193,0.01249,0.00238,221,0,0,0,0,1,0,0,-99.35,5.54,99.54,-4.55,0,0,0,0,Line
2582,7330,7152,0.00193,0.01249,0.00238,221,0,0,0,0,1,0,0,-99.35,5.54,99.54,-4.55,0,0,0,0,Line
2583,7152,7399,0.00147,0.0095,0.00181,221,0,0,0,0,1,0,0,-101.33,4.04,101.48,-3.25,0,0,0,0,Line
2584,7152,7399,0.00147,0.0095,0.00181,221,0,0,0,0,1,0,0,-101.33,4.04,101.48,-3.25,0,0,0,0,Line
2585,7154,7157,0.00654,0.04553,0.00744,221,0,0,0,0,1,0,0,-79.39,24.17,79.84,-21.81,0,0,0,0,Line
2586,7154,7157,0.00654,0.04553,0.00744,221,0,0,0,0,1,0,0,-79.39,24.17,79.84,-21.81,0,0,0,0,Line
2587,7300,7154,0.00482,0.02753,0.00414,221,0,0,0,0,1,0,0,-58.88,100.51,59.49,-97.41,0,0,0,0,Line
2588,7154,7411,0.00439,0.02634,0.00357,98,0,0,0,0,1,0,0,40.68,32.47,-40.56,-32.12,0,0,0,0,Line
2589,7155,7258,0.00356,0.02032,0.00305,98,0,0,0,0,1,0,0,-38.43,-29.38,38.52,29.56,0,0,0,0,Line
2590,7155,7316,0.00716,0.03193,0.00468,149,0,0,0,0,1,0,0,-39.98,7.17,40.1,-7.1,0,0,0,0,Line
2591,7157,7156,0.00036,0.02246,0,424,0,0,1,0,1,0,0,-257.91,-12.76,258.15,27.72,0,0,0,0,Transformer
2592,7157,7156,0.00036,0.02246,0,424,0,0,1,0,1,0,0,-257.91,-12.76,258.15,27.72,0,0,0,0,Transformer
2593,7157,7156,0.00036,0.02246,0,424,0,0,1,0,1,0,0,-257.91,-12.76,258.15,27.72,0,0,0,0,Transformer
2594,7176,7156,0.00094,0.00975,0.03322,750,0,0,0,0,1,0,0,112.93,58.57,-112.78,-60.4,0,0,0,0,Line
2595,7156,7367,0.00253,0.0263,0.0896,750,0,0,0,0,1,0,0,-369.91,3.21,373.33,23.16,0,0,0,0,Line
2596,7156,7367,0.00253,0.0263,0.0896,750,0,0,0,0,1,0,0,-369.91,3.21,373.33,23.16,0,0,0,0,Line
2597,7157,7295,0.00326,0.02272,0.00371,221,0,0,0,0,1,0,0,97.86,23.15,-97.53,-21.22,0,0,0,0,Line
2598,7157,7295,0.00326,0.02272,0.00371,221,0,0,0,0,1,0,0,97.86,23.15,-97.53,-21.22,0,0,0,0,Line
2599,7173,7158,0.00459,0.01903,0.00323,149,0,0,0,0,1,0,0,-66.91,19.48,67.14,-18.84,0,0,0,0,Line
2600,7158,7291,0.00974,0.0426,0.00649,149,0,0,0,0,1,0,0,52.21,-0.77,-51.94,1.34,0,0,0,0,Line
2601,7158,7394,0.00264,0.01704,0.00325,221,0,0,0,0,1,0,0,-98.86,-1.3,99.13,2.7,0,0,0,0,Line
2602,7158,7394,0.00264,0.01704,0.00325,221,0,0,0,0,1,0,0,-98.86,-1.3,99.13,2.7,0,0,0,0,Line
2603,7160,7159,0.0001,0.00504,0,1310,0,0,1,0,1,0,0,-828.61,-191.99,829.31,227.25,0,0,0,0,Transformer
2604,7162,7159,0.00022,0.01603,0,491,0,0,1,0,1,0,0,110.44,56.3,-110.41,-54.01,0,0,0,0,Transformer
2605,7163,7159,0.00034,0.02489,0,498,0,0,1,0,1,0,0,110.44,49.51,-110.39,-46.14,0,0,0,0,Transformer
2606,7164,7159,0.00017,0.01804,0,498,0,0,1,0,1,0,0,110.44,56.3,-110.41,-53.73,0,0,0,0,Transformer
2607,7165,7159,0.00017,0.01624,0,512,0,0,1,0,1,0,0,110.44,56.3,-110.41,-53.98,0,0,0,0,Transformer
2608,7166,7159,0.00043,0.0291,0,507,0,0,1,0,1,0,0,110.44,42.45,-110.38,-38.68,0,0,0,0,Transformer
2609,7167,7159,0.0005,0.03535,0,500,0,0,1,0,1,0,0,110.44,35.37,-110.37,-30.98,0,0,0,0,Transformer
2610,7168,7159,0.00025,0.02347,0,418,0,0,1,0,1,0,0,87.59,44.65,-87.57,-42.55,0,0,0,0,Transformer
2611,7169,7159,0.00016,0.01916,0,416,0,0,1,0,1,0,0,87.59,44.65,-87.58,-42.93,0,0,0,0,Transformer
2612,7170,7159,0.00016,0.01242,0,1042,0,0,1,0,1,0,0,336.73,101.63,-336.54,-87.43,0,0,0,0,Transformer
2613,7159,7175,8.00E-05,0.00168,0.11713,3146,0,0,0,0,1,0,0,1292.32,59.51,-1291.05,-45.25,0,0,0,0,Line
2614,7199,7159,0.00019,0.0023,0.15283,2020,0,0,0,0,1,0,0,-38.64,-135.18,38.67,119.46,0,0,0,0,Line
2615,7159,7227,0.00013,0.00271,0.18901,3146,0,0,0,0,1,0,0,-986.23,44.19,987.43,-39.16,0,0,0,0,Line
2616,7161,7160,0.00037,0.02002,0,418,0,0,1,0,1,0,0,-299.04,-26.01,299.37,43.73,0,0,0,0,Transformer
2617,7161,7160,0.00037,0.02002,0,418,0,0,1,0,1,0,0,-299.04,-26.01,299.37,43.73,0,0,0,0,Transformer
2618,7161,7160,0.00037,0.02002,0,418,0,0,1,0,1,0,0,-299.04,-26.01,299.37,43.73,0,0,0,0,Transformer
2619,7187,7160,0.00262,0.02562,0.04929,548,0,0,0,0,1,0,0,164.11,-27.18,-163.41,28.96,0,0,0,0,Line
2620,7161,7292,0.00143,0.00999,0.00163,221.1,0,0,0,0,1,0,0,189.9,9.76,-189.39,-6.38,0,0,0,0,Line
2621,7161,7292,0.00143,0.00999,0.00163,300,0,0,0,0,1,0,0,189.9,9.76,-189.39,-6.38,0,0,0,0,Line
2622,7161,7292,0.00143,0.00999,0.00163,300,0,0,0,0,1,0,0,189.9,9.76,-189.39,-6.38,0,0,0,0,Line
2623,7161,7292,0.00143,0.00999,0.00163,300,0,0,0,0,1,0,0,189.9,9.76,-189.39,-6.38,0,0,0,0,Line
2624,7172,7171,0.00027,0.01742,0,352,0,0,1,0,1,0,0,-222.09,21.75,222.22,-13.42,0,0,0,0,Transformer
2625,7171,7252,0.00752,0.05372,0.09795,443,0,0,0,0,1,0,0,-57.53,-0.85,57.77,-7.6,0,0,0,0,Line
2626,7232,7172,0.00301,0.02095,0.00342,221,0,0,0,0,1,0,0,-65.35,24.4,65.49,-23.79,0,0,0,0,Line
2627,7232,7172,0.00301,0.02095,0.00342,221,0,0,0,0,1,0,0,-65.35,24.4,65.49,-23.79,0,0,0,0,Line
2628,7173,7387,0.00415,0.02368,0.00356,98,0,0,0,0,1,0,0,-63.16,-10.73,63.34,11.38,0,0,0,0,Line
2629,7174,7231,0.00209,0.01426,0.00243,221,0,0,0,0,1,0,0,-134.7,-23.06,135.09,25.49,0,0,0,0,Line
2630,7174,7231,0.00209,0.01426,0.00243,221,0,0,0,0,1,0,0,-134.7,-23.06,135.09,25.49,0,0,0,0,Line
2631,7174,7257,0.00838,0.05031,0.00683,98,0,0,0,0,1,0,0,32.28,-3.28,-32.19,3.13,0,0,0,0,Line
2632,7301,7174,0.00178,0.01152,0.0022,221,0,0,0,0,1,0,0,-112.21,-12.79,112.44,14.06,0,0,0,0,Line
2633,7176,7175,0.00019,0.01242,0,1292,0,0,1,0,1,0,0,-342.32,-95.61,342.55,110.9,0,0,0,0,Transformer
2634,7176,7175,0.00019,0.01242,0,1292,0,0,1,0,1,0,0,-342.32,-95.61,342.55,110.9,0,0,0,0,Transformer
2635,7175,7389,0.00056,0.00684,0.45463,2020,0,0,0,0,1,0,0,605.94,-176.55,-603.86,153.66,0,0,0,0,Line
2636,7177,7176,0.00105,0.0449,0,439,0,0,1,0,1,0,0,-186.05,-32.55,186.43,48.8,0,0,0,0,Transformer
2637,7177,7176,0.00105,0.0449,0,439,0,0,1,0,1,0,0,-186.05,-32.55,186.43,48.8,0,0,0,0,Transformer
2638,7177,7176,0.00105,0.0449,0,439,0,0,1,0,1,0,0,-186.05,-32.55,186.43,48.8,0,0,0,0,Transformer
2639,7176,7200,0.0019,0.01359,0.02477,443,0,0,0,0,1,0,0,83.44,-26.72,-83.3,25.18,0,0,0,0,Line
2640,7176,7409,0.00513,0.03666,0.06684,443,0,0,0,0,1,0,0,-71.02,12.97,71.28,-17.92,0,0,0,0,Line
2641,7319,7177,0.00247,0.01686,0.00287,221,0,0,0,0,1,0,0,-19.11,2.67,19.12,-2.89,0,0,0,0,Line
2642,7319,7177,0.00247,0.01686,0.00287,221,0,0,0,0,1,0,0,-19.11,2.67,19.12,-2.89,0,0,0,0,Line
2643,7295,7178,0.00541,0.02409,0.00353,149,0,0,0,0,1,0,0,40.11,-3.52,-40.02,3.57,0,0,0,0,Line
2644,7178,7404,0.00777,0.01898,0.00249,98,0,0,0,0,1,0,0,15.88,-7.72,-15.85,7.53,0,0,0,0,Line
2645,7179,7244,0.00945,0.04213,0.00618,149,0,0,0,0,1,0,0,-26.78,5.29,26.85,-5.59,0,0,0,0,Line
2646,7179,7257,0.01429,0.0593,0.01006,149,0,0,0,0,1,0,0,-17.25,8.65,17.3,-9.43,0,0,0,0,Line
2647,7179,7336,0.00994,0.04121,0.00699,149,0,0,0,0,1,0,0,-14.27,-30.46,14.38,30.21,0,0,0,0,Line
2648,7216,7180,0.00437,0.01069,0.0014,98,0,0,0,0,1,0,0,-12.36,-23.48,12.39,23.42,0,0,0,0,Line
2649,7180,7298,0.00299,0.02086,0.00341,221,0,0,0,0,1,0,0,62.34,2.76,-62.22,-2.29,0,0,0,0,Line
2650,7180,7298,0.00299,0.02086,0.00341,221,0,0,0,0,1,0,0,62.34,2.76,-62.22,-2.29,0,0,0,0,Line
2651,7388,7180,0.00328,0.02121,0.00405,221,0,0,0,0,1,0,0,-67.91,43.89,68.12,-42.93,0,0,0,0,Line
2652,7388,7180,0.00328,0.02121,0.00405,221,0,0,0,0,1,0,0,-67.91,43.89,68.12,-42.93,0,0,0,0,Line
2653,7180,7399,0.00226,0.01457,0.00278,250,0,0,0,0,1,0,0,-162.45,3.44,163.05,0.11,0,0,0,0,Line
2654,7180,7399,0.00226,0.01457,0.00278,250,0,0,0,0,1,0,0,-162.45,3.44,163.05,0.11,0,0,0,0,Line
2655,7242,7181,0.00194,0.01355,0.00221,221,0,0,0,0,1,0,0,73.86,7.54,-73.76,-7.01,0,0,0,0,Line
2656,7385,7181,0.01045,0.02553,0.00334,98,0,0,0,0,1,0,0,14.18,13.42,-14.14,-13.65,0,0,0,0,Line
2657,7182,7237,0.01327,0.07579,0.01139,98,0,0,0,0,1,0,0,-37.17,5.7,37.36,-5.73,0,0,0,0,Line
2658,7183,7417,0.00881,0.02153,0.00282,250,0,0,0,0,1,0,0,-50.99,114.07,52.29,-111.19,0,0,0,0,Line
2659,7185,7184,0.00074,0.0321,0,200,0,0,1,0,1,0,0,-139.27,-24.3,139.41,30.58,0,0,0,0,Transformer
2660,7185,7184,0.00074,0.0321,0,200,0,0,1,0,1,0,0,-139.27,-24.3,139.41,30.58,0,0,0,0,Transformer
2661,7185,7184,0.00074,0.0321,0,200,0,0,1,0,1,0,0,-139.27,-24.3,139.41,30.58,0,0,0,0,Transformer
2662,7347,7184,0.00047,0.00492,0.01676,750,0,0,0,0,1,0,0,268.6,31.07,-268.27,-29.38,0,0,0,0,Line
2663,7347,7184,0.00047,0.00492,0.01676,750,0,0,0,0,1,0,0,268.6,31.07,-268.27,-29.38,0,0,0,0,Line
2664,7347,7184,0.00047,0.00492,0.01676,750,0,0,0,0,1,0,0,268.6,31.07,-268.27,-29.38,0,0,0,0,Line
2665,7383,7185,0.00607,0.04227,0.00691,221,0,0,0,0,1,0,0,-123.51,-6.73,124.44,12.51,0,0,0,0,Line
2666,7383,7185,0.00607,0.04227,0.00691,221,0,0,0,0,1,0,0,-123.51,-6.73,124.44,12.51,0,0,0,0,Line
2667,7187,7186,0.00014,0.00907,0,1600,0,0,1,0,1,0,0,-890.46,-72.33,891.55,142.72,0,0,0,0,Transformer
2668,7187,7186,0.00014,0.00907,0,1600,0,0,1,0,1,0,0,-890.46,-72.33,891.55,142.72,0,0,0,0,Transformer
2669,7189,7186,0.00062,0.04222,0,264,0,0,1,0,1,0,0,6.89,3.51,-6.89,-3.49,0,0,0,0,Transformer
2670,7190,7186,0.00046,0.05343,0,337,0,0,1,0,1,0,0,47.93,9.97,-47.92,-8.77,0,0,0,0,Transformer
2671,7191,7186,0.00053,0.03094,0,258,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Transformer
2672,7192,7186,0.0005,0.03659,0,312,0,0,1,0,1,0,0,34.95,14.05,-34.94,-13.56,0,0,0,0,Transformer
2673,7193,7186,0.00046,0.02713,0,256,0,0,1,0,1,0,0,7.49,3.82,-7.49,-3.8,0,0,0,0,Transformer
2674,7194,7186,0.0002,0.01508,0,861,0,0,1,0,1,0,0,230.61,35.47,-230.51,-27.73,0,0,0,0,Transformer
2675,7195,7186,0.00029,0.01748,0,863,0,0,1,0,1,0,0,230.61,30.53,-230.46,-21.61,0,0,0,0,Transformer
2676,7196,7186,0.00013,0.0094,0,866,0,0,1,0,1,0,0,230.61,54.9,-230.54,-49.92,0,0,0,0,Transformer
2677,7197,7186,8.00E-05,0.00604,0,867,0,0,1,0,1,0,0,230.61,85.19,-230.56,-81.75,0,0,0,0,Transformer
2678,7186,7341,0.00031,0.00639,0.44587,2768,0,0,0,0,1,0,0,178.94,41.04,-178.84,-85.47,0,0,0,0,Line
2679,7346,7186,0.00026,0.00532,0.37115,2768,0,0,0,0,1,0,0,944.96,122.03,-942.73,-115.86,0,0,0,0,Line
2680,7188,7187,0.00025,0.01839,0,600,0,0,1,0,1,0,0,-491.12,-6.24,491.71,49.92,0,0,0,0,Transformer
2681,7188,7187,0.00025,0.01839,0,600,0,0,1,0,1,0,0,-491.12,-6.24,491.71,49.92,0,0,0,0,Transformer
2682,7188,7187,0.00027,0.01839,0,600,0,0,1,0,1,0,0,-491.12,-5.7,491.76,49.38,0,0,0,0,Transformer
2683,7188,7187,0.00027,0.01839,0,600,0,0,1,0,1,0,0,-491.12,-5.7,491.76,49.38,0,0,0,0,Transformer
2684,7187,7401,0.00192,0.01878,0.03613,647,0,0,0,0,1,0,0,-195.68,-10.9,196.39,14.17,0,0,0,0,Line
2685,7188,7255,0.00102,0.00714,0.00117,300,0,0,0,0,1,0,0,160.16,6.5,-159.9,-4.81,0,0,0,0,Line
2686,7188,7255,0.00102,0.00714,0.00117,250,0,0,0,0,1,0,0,160.16,6.5,-159.9,-4.81,0,0,0,0,Line
2687,7188,7255,0.00102,0.00714,0.00117,300,0,0,0,0,1,0,0,160.16,6.5,-159.9,-4.81,0,0,0,0,Line
2688,7188,7255,0.00102,0.00714,0.00117,300,0,0,0,0,1,0,0,160.16,6.5,-159.9,-4.81,0,0,0,0,Line
2689,7188,7255,0.00102,0.00714,0.00117,300,0,0,0,0,1,0,0,160.16,6.5,-159.9,-4.81,0,0,0,0,Line
2690,7188,7255,0.00102,0.00714,0.00117,300,0,0,0,0,1,0,0,160.16,6.5,-159.9,-4.81,0,0,0,0,Line
2691,7188,7255,0.00102,0.00714,0.00117,300,0,0,0,0,1,0,0,160.16,6.5,-159.9,-4.81,0,0,0,0,Line
2692,7188,7255,0.00102,0.00714,0.00117,300,0,0,0,0,1,0,0,160.16,6.5,-159.9,-4.81,0,0,0,0,Line
2693,7198,7201,0.00328,0.02241,0.00381,221,0,0,0,0,1,0,0,-57.36,80.38,57.67,-78.71,0,0,0,0,Line
2694,7198,7201,0.00328,0.02241,0.00381,221,0,0,0,0,1,0,0,-57.36,80.38,57.67,-78.71,0,0,0,0,Line
2695,7198,7225,0.01119,0.07798,0.01275,221,0,0,0,0,1,0,0,28.6,43.17,-28.31,-42.46,0,0,0,0,Line
2696,7200,7199,0.0002,0.01412,0,1344,0,0,1,0,1,0,0,-531.85,-46.89,532.41,85.96,0,0,0,0,Transformer
2697,7199,7331,0.0004,0.00819,0.57112,3146,0,0,0,0,1,0,0,-1007.8,19.28,1011.67,-0.16,0,0,0,0,Line
2698,7201,7200,0.0006,0.03834,0,213.6,0,0,1,0,1,0,0,-169.35,6.53,169.52,4.18,0,0,0,0,Transformer
2699,7201,7200,0.0006,0.03834,0,213.6,0,0,1,0,1,0,0,-169.35,6.53,169.52,4.18,0,0,0,0,Transformer
2700,7201,7200,0.0006,0.03834,0,213.6,0,0,1,0,1,0,0,-169.35,6.53,169.52,4.18,0,0,0,0,Transformer
2701,7420,7200,0.00231,0.02255,0.04338,548,0,0,0,0,1,0,0,-106.34,-11.11,106.59,9.18,0,0,0,0,Line
2702,7203,7247,0.00676,0.03864,0.00581,98,0,0,0,0,1,0,0,18.97,-3.86,-18.95,3.42,0,0,0,0,Line
2703,7203,7313,0.018,0.078,0.012,150,0,0,0,0,1,0,0,-27.67,-5.18,27.82,4.59,0,0,0,0,Line
2704,7393,7203,0.03637,0.08891,0.01164,98,0,0,0,0,1,0,0,-2.14,4.68,2.15,-5.82,0,0,0,0,Line
2705,7426,7203,0.03596,0.08792,0.01151,221,0,0,0,0,1,0,0,14.11,-9.93,-14.01,9.04,0,0,0,0,Line
2706,7205,7204,0.00014,0.01015,0,1324,0,0,1,0,1,0,0,-572.36,-53.92,572.8,85.74,0,0,0,0,Transformer
2707,7207,7204,0.00039,0.02463,0,243,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Transformer
2708,7208,7204,0.00013,0.00923,0,1265,0,0,1,0,1,0,0,763.87,76.51,-763.16,-26.21,0,0,0,0,Transformer
2709,7209,7204,7.00E-05,0.00639,0,1260,0,0,1,0,1,0,0,763.87,98.88,-763.49,-63.83,0,0,0,0,Transformer
2710,7210,7204,0.00047,0.02188,0,664,0,0,1,0,1,0,0,178.24,25.66,-178.1,-19.1,0,0,0,0,Transformer
2711,7211,7204,0.00025,0.01573,0,656,0,0,1,0,1,0,0,178.24,36.02,-178.16,-31.21,0,0,0,0,Transformer
2712,7212,7204,0.00039,0.02557,0,669,0,0,1,0,1,0,0,178.24,23.52,-178.12,-15.88,0,0,0,0,Transformer
2713,7263,7204,0.00018,0.00218,0.14491,2020,0,0,0,0,1,0,0,-230.02,-248.97,230.21,235.83,0,0,0,0,Line
2714,7204,7428,0.00115,0.01399,0.92975,2020,0,0,0,0,1,0,0,397.66,-112.75,-395.92,33.91,0,0,0,0,Line
2715,7206,7205,0.00229,0.09203,0,181,0,0,1,0,1,0,0,-82.81,4.55,82.96,1.46,0,0,0,0,Transformer
2716,7282,7205,0.00079,0.00822,0.02799,750,0,0,0,0,1,0,0,-180.48,-34.29,180.74,33.99,0,0,0,0,Line
2717,7206,7294,0.0068,0.039,0.0058,100,0,0,0,0,1,0,0,58.16,-19.33,-57.92,20.11,0,0,0,0,Line
2718,7213,7273,0.01615,0.03947,0.00517,98,0,0,0,0,1,0,0,-37.18,-40.79,37.66,41.42,0,0,0,0,Line
2719,7293,7213,0.0088,0.03851,0.00586,149,0,0,0,0,1,0,0,27.22,-11.43,-27.14,11.17,0,0,0,0,Line
2720,7213,7363,0.00686,0.03916,0.00588,98,0,0,0,0,1,0,0,-4.18,10.21,4.19,-10.76,0,0,0,0,Line
2721,7214,7257,0.00967,0.04229,0.00644,149,0,0,0,0,1,0,0,-33.94,10.93,34.06,-11.03,0,0,0,0,Line
2722,7214,7297,0.00755,0.03365,0.00493,149,0,0,0,0,1,0,0,38.66,0.83,-38.55,-0.82,0,0,0,0,Line
2723,7345,7214,0.00276,0.01888,0.00321,221,0,0,0,0,1,0,0,44.37,17.88,-44.31,-17.77,0,0,0,0,Line
2724,7345,7214,0.00276,0.01888,0.00321,221,0,0,0,0,1,0,0,44.37,17.88,-44.31,-17.77,0,0,0,0,Line
2725,7411,7215,0.00253,0.01729,0.00294,221,0,0,0,0,1,0,0,-17.86,25.54,17.89,-25.65,0,0,0,0,Line
2726,7215,7431,0.00465,0.02075,0.00304,149,0,0,0,0,1,0,0,-68.13,-9.94,68.35,10.64,0,0,0,0,Line
2727,7216,7382,0.00725,0.03234,0.00474,149,0,0,0,0,1,0,0,-37.27,12.79,37.38,-12.75,0,0,0,0,Line
2728,7216,7386,0.00794,0.04769,0.00647,98,0,0,0,0,1,0,0,5.68,-13.72,-5.66,13.18,0,0,0,0,Line
2729,7249,7217,0.00192,0.01152,0.00156,98,0,0,0,0,1,0,0,17.7,-41.43,-17.66,41.51,0,0,0,0,Line
2730,7217,7276,0.01308,0.03197,0.00419,150,0,0,0,0,1,0,0,-2.02,-86.51,2.99,88.45,0,0,0,0,Line
2731,7421,7218,0.00797,0.03307,0.00561,149,0,0,0,0,1,0,0,61.42,-3.37,-61.11,4.08,0,0,0,0,Line
2732,7218,8009,0.02277,0.05567,0.00729,98,0,0,0,0,1,0,0,13,-17.71,-12.89,17.26,0,0,0,0,Line
2733,7230,7219,0.00954,0.04175,0.00636,149,0,0,0,0,1,0,0,-63.62,37.31,64.12,-35.76,0,0,0,0,Line
2734,7219,7237,0.01747,0.07641,0.01164,149,0,0,0,0,1,0,0,48.83,9.34,-48.4,-8.64,0,0,0,0,Line
2735,7413,7219,0.0058,0.03963,0.00674,221,0,0,0,0,1,0,0,57.3,-12.38,-57.1,13.03,0,0,0,0,Line
2736,7413,7219,0.0058,0.03963,0.00674,221,0,0,0,0,1,0,0,57.3,-12.38,-57.1,13.03,0,0,0,0,Line
2737,7221,7220,0.00146,0.00997,0.0017,221,0,0,0,0,1,0,0,52.82,-28.94,-52.77,29.13,0,0,0,0,Line
2738,7221,7220,0.00146,0.00997,0.0017,221,0,0,0,0,1,0,0,52.82,-28.94,-52.77,29.13,0,0,0,0,Line
2739,7220,7396,0.00651,0.04448,0.00757,221,0,0,0,0,1,0,0,-0.04,14.14,0.05,-14.81,0,0,0,0,Line
2740,7221,7296,0.00652,0.02849,0.00434,250,0,0,0,0,1,0,0,106.69,2.16,-105.95,0.65,0,0,0,0,Line
2741,7222,7338,0.00615,0.01503,0.00197,98,0,0,0,0,1,0,0,9.64,-13.77,-9.62,13.61,0,0,0,0,Line
2742,7222,7362,0.01114,0.04873,0.00742,149,0,0,0,0,1,0,0,63.61,-10.95,-63.15,12.24,0,0,0,0,Line
2743,7292,7223,0.002,0.01393,0.00228,221,0,0,0,0,1,0,0,128.56,18.78,-128.23,-16.68,0,0,0,0,Line
2744,7292,7223,0.002,0.01393,0.00228,221,0,0,0,0,1,0,0,128.56,18.78,-128.23,-16.68,0,0,0,0,Line
2745,7223,7404,0.0068,0.02978,0.00454,221,0,0,0,0,1,0,0,102.72,8.24,-102,-5.53,0,0,0,0,Line
2746,7223,7425,0.00566,0.03229,0.00485,221,0,0,0,0,1,0,0,104.11,11.07,-103.49,-8.01,0,0,0,0,Line
2747,7224,7248,0.00705,0.04027,0.00605,98,0,0,0,0,1,0,0,29.67,-0.14,-29.61,-0.11,0,0,0,0,Line
2748,7384,7224,0.00429,0.01049,0.00137,98,0,0,0,0,1,0,0,24.62,-28.61,-24.56,28.62,0,0,0,0,Line
2749,7224,7417,0.00479,0.02874,0.0039,98,0,0,0,0,1,0,0,-35.89,-37.2,36.02,37.58,0,0,0,0,Line
2750,7246,7225,0.00662,0.02747,0.00466,149,0,0,0,0,1,0,0,-22.06,-19.16,22.12,18.94,0,0,0,0,Line
2751,7225,7395,0.00809,0.04618,0.00694,98,0,0,0,0,1,0,0,-43.62,-15.17,43.79,15.47,0,0,0,0,Line
2752,7226,7240,0.00701,0.03067,0.00467,149,0,0,0,0,1,0,0,34.91,-34.92,-34.74,35.17,0,0,0,0,Line
2753,7226,7250,0.00636,0.03633,0.00546,98,0,0,0,0,1,0,0,-21.66,-6.71,21.69,6.34,0,0,0,0,Line
2754,7226,7272,0.00504,0.02244,0.00329,149,0,0,0,0,1,0,0,-66.38,48.35,66.72,-47.19,0,0,0,0,Line
2755,7226,7338,0.01145,0.02798,0.00366,98,0,0,0,0,1,0,0,-28,39.06,28.26,-38.78,0,0,0,0,Line
2756,7228,7227,0.00016,0.01098,0,1259,0,0,1,0,1,0,0,-647.61,-100.14,648.28,145.99,0,0,0,0,Transformer
2757,7227,7422,0.00048,0.00974,0.67927,2768,0,0,0,0,1,0,0,-452.83,-128.23,453.8,75.26,0,0,0,0,Line
2758,7229,7228,0.00043,0.01801,0,467,0,0,1,0,1,0,0,-234.77,-17.5,235,27.3,0,0,0,0,Transformer
2759,7229,7228,0.00043,0.01801,0,467,0,0,1,0,1,0,0,-234.77,-17.5,235,27.3,0,0,0,0,Transformer
2760,7229,7228,0.00043,0.01801,0,467,0,0,1,0,1,0,0,-234.77,-17.5,235,27.3,0,0,0,0,Transformer
2761,7409,7228,0.0016,0.01143,0.02083,443,0,0,0,0,1,0,0,64.42,-36.07,-64.34,34.54,0,0,0,0,Line
2762,7397,7230,0.01033,0.04606,0.00675,149,0,0,0,0,1,0,0,-55.78,40.77,56.24,-39.39,0,0,0,0,Line
2763,7265,7231,0.00327,0.02233,0.0038,221,0,0,0,0,1,0,0,132.04,8.55,-131.48,-5.09,0,0,0,0,Line
